DATE,WTREGEN
4/28/2010,57.162
5/5/2010,76.667
5/12/2010,34.305
5/19/2010,21.159
5/26/2010,26.077
6/2/2010,33.135
6/9/2010,32.796
6/16/2010,29.199
6/23/2010,45.852
6/30/2010,40.112
7/7/2010,25.984
7/14/2010,18.262
7/21/2010,51.307
7/28/2010,41.603
8/4/2010,27.377
8/11/2010,36.113
8/18/2010,28.343
8/25/2010,18.823
9/1/2010,23.113
9/8/2010,23.062
9/15/2010,22.341
9/22/2010,77.377
9/29/2010,57.576
10/6/2010,58.125
10/13/2010,22.78
10/20/2010,49.934
10/27/2010,37.919
11/3/2010,34.276
11/10/2010,21.585
11/17/2010,21.787
11/24/2010,29.391
12/1/2010,35.378
12/8/2010,21.184
12/15/2010,30.093
12/22/2010,91.479
12/29/2010,87.472
1/5/2011,115.386
1/12/2011,89.107
1/19/2011,58.958
1/26/2011,91.704
2/2/2011,97.314
2/9/2011,81.217
2/16/2011,46.423
2/23/2011,40.558
3/2/2011,47.058
3/9/2011,35.841
3/16/2011,42.088
3/23/2011,87.28
3/30/2011,58.515
4/6/2011,54.802
4/13/2011,25.419
4/20/2011,73.268
4/27/2011,104.152
5/4/2011,115.026
5/11/2011,99.593
5/18/2011,91.448
5/25/2011,84.259
6/1/2011,65.992
6/8/2011,38.188
6/15/2011,41.336
6/22/2011,122.935
6/29/2011,107.983
7/6/2011,76.56
7/13/2011,50.339
7/20/2011,90.719
7/27/2011,77.019
8/3/2011,56.911
8/10/2011,23.425
8/17/2011,20.172
8/24/2011,20.782
8/31/2011,20.32
9/7/2011,20.192
9/14/2011,13.766
9/21/2011,64.915
9/28/2011,55.718
10/5/2011,43.655
10/12/2011,21.906
10/19/2011,43.403
10/26/2011,64.369
11/2/2011,57.775
11/9/2011,37.029
11/16/2011,29.786
11/23/2011,44.347
11/30/2011,43.77
12/7/2011,28.282
12/14/2011,21.484
12/21/2011,112.404
12/28/2011,98.652
1/4/2012,87.058
1/11/2012,78.263
1/18/2012,78.069
1/25/2012,111.236
2/1/2012,117.554
2/8/2012,87.962
2/15/2012,58.049
2/22/2012,55.795
2/29/2012,39.475
3/7/2012,36.963
3/14/2012,41.816
3/21/2012,102.488
3/28/2012,84.043
4/4/2012,54.899
4/11/2012,45.289
4/18/2012,53.427
4/25/2012,78.498
5/2/2012,120.748
5/9/2012,113.232
5/16/2012,99.876
5/23/2012,90.083
5/30/2012,67.804
6/6/2012,60.763
6/13/2012,41.885
6/20/2012,114.746
6/27/2012,129.149
7/4/2012,100.829
7/11/2012,86.4
7/18/2012,63.021
7/25/2012,45.537
8/1/2012,42.102
8/8/2012,35.622
8/15/2012,28.398
8/22/2012,24.038
8/29/2012,25.194
9/5/2012,30.048
9/12/2012,47.019
9/19/2012,64.716
9/26/2012,73.239
10/3/2012,83.297
10/10/2012,65.845
10/17/2012,58.473
10/24/2012,62.738
10/31/2012,53.905
11/7/2012,28.002
11/14/2012,38.664
11/21/2012,24.433
11/28/2012,27.904
12/5/2012,33.997
12/12/2012,38.98
12/19/2012,54.986
12/26/2012,55.563
1/2/2013,71.564
1/9/2013,59.644
1/16/2013,54.02
1/23/2013,72.207
1/30/2013,71.127
2/6/2013,64.279
2/13/2013,34.908
2/20/2013,24.877
2/27/2013,43.012
3/6/2013,36.793
3/13/2013,43
3/20/2013,71.366
3/27/2013,68.019
4/3/2013,76.144
4/10/2013,58.767
4/17/2013,82.572
4/24/2013,128.7
5/1/2013,157.054
5/8/2013,144.071
5/15/2013,89.999
5/22/2013,33.233
5/29/2013,13.502
6/5/2013,30.23
6/12/2013,43.056
6/19/2013,79.129
6/26/2013,97.212
7/3/2013,118.745
7/10/2013,88.69
7/17/2013,70.158
7/24/2013,58.403
7/31/2013,60.063
8/7/2013,60.845
8/14/2013,64.121
8/21/2013,51.174
8/28/2013,37.298
9/4/2013,32.432
9/11/2013,38.551
9/18/2013,48.099
9/25/2013,44.991
10/2/2013,37.961
10/9/2013,28.728
10/16/2013,35.301
10/23/2013,44.193
10/30/2013,31.806
11/6/2013,34.358
11/13/2013,45.639
11/20/2013,49.446
11/27/2013,53.744
12/4/2013,37.947
12/11/2013,28.992
12/18/2013,70.572
12/25/2013,99.122
1/1/2014,105.104
1/8/2014,119.258
1/15/2014,80.022
1/22/2014,77.798
1/29/2014,89.337
2/5/2014,80.081
2/12/2014,36.41
2/19/2014,41.184
2/26/2014,46.704
3/5/2014,45.394
3/12/2014,56.141
3/19/2014,88.345
3/26/2014,102.04
4/2/2014,96.163
4/9/2014,62.436
4/16/2014,65.457
4/23/2014,111.394
4/30/2014,84.126
5/7/2014,91.397
5/14/2014,71.25
5/21/2014,37.745
5/28/2014,33.573
6/4/2014,33.895
6/11/2014,46.921
6/18/2014,84.475
6/25/2014,107.244
7/2/2014,100.085
7/9/2014,63.826
7/16/2014,59.384
7/23/2014,64.138
7/30/2014,62.335
8/6/2014,71.513
8/13/2014,78.066
8/20/2014,42.803
8/27/2014,40.217
9/3/2014,42.868
9/10/2014,39.081
9/17/2014,66.417
9/24/2014,114.828
10/1/2014,119.237
10/8/2014,96.461
10/15/2014,79.79
10/22/2014,123.514
10/29/2014,118.424
11/5/2014,111.382
11/12/2014,107.205
11/19/2014,95.281
11/26/2014,79.769
12/3/2014,87.426
12/10/2014,60.092
12/17/2014,114.776
12/24/2014,175.093
12/31/2014,192.063
1/7/2015,176.817
1/14/2015,158.268
1/21/2015,170.152
1/28/2015,201.192
2/4/2015,167.272
2/11/2015,158.907
2/18/2015,118.836
2/25/2015,68.114
3/4/2015,49.803
3/11/2015,39.431
3/18/2015,60.686
3/25/2015,85.907
4/1/2015,75.467
4/8/2015,55.206
4/15/2015,50.447
4/22/2015,150.028
4/29/2015,219.702
5/6/2015,227.506
5/13/2015,216.211
5/20/2015,181.641
5/27/2015,175.577
6/3/2015,185.794
6/10/2015,178.468
6/17/2015,207.648
6/24/2015,239.498
7/1/2015,227.457
7/8/2015,182.596
7/15/2015,176.411
7/22/2015,194.772
7/29/2015,196.825
8/5/2015,203.501
8/12/2015,196.323
8/19/2015,177.883
8/26/2015,128.581
9/2/2015,120.354
9/9/2015,85.792
9/16/2015,117.411
9/23/2015,153.512
9/30/2015,145.165
10/7/2015,83.381
10/14/2015,66.439
10/21/2015,60.403
10/28/2015,47.1
11/4/2015,29.795
11/11/2015,107.125
11/18/2015,133.021
11/25/2015,163.491
12/2/2015,212.756
12/9/2015,186.624
12/16/2015,196.343
12/23/2015,267.608
12/30/2015,290.467
1/6/2016,333.22
1/13/2016,302.983
1/20/2016,285.318
1/27/2016,341.996
2/3/2016,350.858
2/10/2016,317.303
2/17/2016,266.76
2/24/2016,237.95
3/2/2016,237.207
3/9/2016,211.443
3/16/2016,235.634
3/23/2016,296.956
3/30/2016,284.66
4/6/2016,264.323
4/13/2016,239.635
4/20/2016,268.785
4/27/2016,346.166
5/4/2016,336.357
5/11/2016,315.369
5/18/2016,295.339
5/25/2016,268.619
6/1/2016,267.948
6/8/2016,236.351
6/15/2016,231.257
6/22/2016,316.838
6/29/2016,337.093
7/6/2016,303.297
7/13/2016,316.064
7/20/2016,329.15
7/27/2016,325.499
8/3/2016,298.813
8/10/2016,259.832
8/17/2016,260.81
8/24/2016,254.376
8/31/2016,274.195
9/7/2016,236.154
9/14/2016,243.082
9/21/2016,340.448
9/28/2016,351.7
10/5/2016,347.76
10/12/2016,356.185
10/19/2016,391.988
10/26/2016,429.027
11/2/2016,417.665
11/9/2016,376.217
11/16/2016,400.625
11/23/2016,399.665
11/30/2016,409.36
12/7/2016,343.355
12/14/2016,324.525
12/21/2016,388.497
12/28/2016,380.679
1/4/2017,387.989
1/11/2017,372.492
1/18/2017,366.09
1/25/2017,390.842
2/1/2017,374.841
2/8/2017,305.735
2/15/2017,309.919
2/22/2017,258.292
3/1/2017,175.496
3/8/2017,88.22
3/15/2017,38.579
3/22/2017,70.827
3/29/2017,65.187
4/5/2017,89.21
4/12/2017,122.218
4/19/2017,164.543
4/26/2017,234.219
5/3/2017,244.655
5/10/2017,199.013
5/17/2017,186.08
5/24/2017,167.165
5/31/2017,170.984
6/7/2017,152.444
6/14/2017,153.646
6/21/2017,212.275
6/28/2017,208.365
7/5/2017,177.006
7/12/2017,171.033
7/19/2017,180.4
7/26/2017,191.404
8/2/2017,180.348
8/9/2017,149.862
8/16/2017,130.954
8/23/2017,82.077
8/30/2017,61.057
9/6/2017,37.563
9/13/2017,70.232
9/20/2017,127.782
9/27/2017,164.652
10/4/2017,160.433
10/11/2017,169.766
10/18/2017,178.974
10/25/2017,196.332
11/1/2017,193.546
11/8/2017,177.78
11/15/2017,174.631
11/22/2017,163.579
11/29/2017,172.282
12/6/2017,127.586
12/13/2017,76.208
12/20/2017,155.612
12/27/2017,190.283
1/3/2018,211.566
1/10/2018,206.215
1/17/2018,227.665
1/24/2018,269.118
1/31/2018,270.244
2/7/2018,203.936
2/14/2018,197.681
2/21/2018,214.677
2/28/2018,202.62
3/7/2018,195.071
3/14/2018,249.929
3/21/2018,316.454
3/28/2018,318.858
4/4/2018,303.916
4/11/2018,294.083
4/18/2018,275.246
4/25/2018,359.599
5/2/2018,399.984
5/9/2018,353.741
5/16/2018,337.258
5/23/2018,326.445
5/30/2018,325.351
6/6/2018,294.069
6/13/2018,281.188
6/20/2018,352.777
6/27/2018,373.94
7/4/2018,336.026
7/11/2018,326.476
7/18/2018,324.457
7/25/2018,348.886
8/1/2018,351.523
8/8/2018,326.471
8/15/2018,342.799
8/22/2018,348.393
8/29/2018,342.543
9/5/2018,323.764
9/12/2018,303.654
9/19/2018,335.878
9/26/2018,370.031
10/3/2018,368.007
10/10/2018,324.721
10/17/2018,332.923
10/24/2018,369.576
10/31/2018,373.368
11/7/2018,319.984
11/14/2018,341.094
11/21/2018,330.202
11/28/2018,340.596
12/5/2018,337.564
12/12/2018,334.967
12/19/2018,350.714
12/26/2018,374.085
1/2/2019,379.902
1/9/2019,356.698
1/16/2019,351.18
1/23/2019,389.626
1/30/2019,403.276
2/6/2019,352.375
2/13/2019,359.109
2/20/2019,333.896
2/27/2019,310.574
3/6/2019,220.045
3/13/2019,245.972
3/20/2019,303.623
3/27/2019,310.868
4/3/2019,310.188
4/10/2019,262.617
4/17/2019,285.264
4/24/2019,378.602
5/1/2019,400.498
5/8/2019,348.357
5/15/2019,323.786
5/22/2019,282.864
5/29/2019,247.777
6/5/2019,223.638
6/12/2019,187.56
6/19/2019,198.398
6/26/2019,248.302
7/3/2019,245.306
7/10/2019,211.115
7/17/2019,197.005
7/24/2019,193.362
7/31/2019,163.763
8/7/2019,131.704
8/14/2019,129.957
8/21/2019,125.725
8/28/2019,145.957
9/4/2019,148.74
9/11/2019,185.342
9/18/2019,250.226
9/25/2019,314.189
10/2/2019,335.171
10/9/2019,318.191
10/16/2019,324.604
10/23/2019,377.985
10/30/2019,389.872
11/6/2019,377.029
11/13/2019,381.955
11/20/2019,368.813
11/27/2019,360.941
12/4/2019,346.971
12/11/2019,326.865
12/18/2019,332.592
12/25/2019,367.82
1/1/2020,382.553
1/8/2020,367.002
1/15/2020,350.987
1/22/2020,403.941
1/29/2020,432.061
2/5/2020,413.322
2/12/2020,411.237
2/19/2020,428.805
2/26/2020,439.365
3/4/2020,374.515
3/11/2020,380.556
3/18/2020,362.576
3/25/2020,390.252
4/1/2020,429.267
4/8/2020,698.578
4/15/2020,889.815
4/22/2020,901.331
4/29/2020,997.507
5/6/2020,1127.49
5/13/2020,1177.494
5/20/2020,1194.41
5/27/2020,1310.491
6/3/2020,1434.823
6/10/2020,1506.558
6/17/2020,1560.85
6/24/2020,1623.942
7/1/2020,1657.62
7/8/2020,1653.098
7/15/2020,1655.32
7/22/2020,1804.944
7/29/2020,1816.687
8/5/2020,1745.228
8/12/2020,1669.733
8/19/2020,1643.505
8/26/2020,1622.69
9/2/2020,1639.159
9/9/2020,1611.083
9/16/2020,1614.855
9/23/2020,1680.688
9/30/2020,1679.152
10/7/2020,1697.074
10/14/2020,1680.998
10/21/2020,1724.792
10/28/2020,1680.933
11/4/2020,1621.346
11/11/2020,1600.837
11/18/2020,1556.892
11/25/2020,1517.215
12/2/2020,1531.053
12/9/2020,1534.243
12/16/2020,1529.698
12/23/2020,1602.407
12/30/2020,1591.055
1/6/2021,1669.327
1/13/2021,1589.421
1/20/2021,1626.906
1/27/2021,1633.54
2/3/2021,1625.325
2/10/2021,1608.906
2/17/2021,1567.041
2/24/2021,1529.977
3/3/2021,1429.549
3/10/2021,1360.064
3/17/2021,1272.583
3/24/2021,1061.138
3/31/2021,1025.727
4/7/2021,1010.103
4/14/2021,925.094
4/21/2021,1015.902
4/28/2021,967.689
5/5/2021,953.689
5/12/2021,898.779
5/19/2021,866.119
5/26/2021,812.473
6/2/2021,783.235
6/9/2021,730.235
6/16/2021,653.889
6/23/2021,734.689
6/30/2021,745.962
7/7/2021,753.364
7/14/2021,704.918
7/21/2021,678.103
7/28/2021,578.204
8/4/2021,492.668
8/11/2021,434.919
8/18/2021,338.808
8/25/2021,301.43
9/1/2021,277.65
9/8/2021,253.496
9/15/2021,230.328
9/22/2021,308.022
9/29/2021,197.744
10/6/2021,135.582
10/13/2021,77.858
10/20/2021,83.386
10/27/2021,213.291
11/3/2021,280.205
11/10/2021,259.293
11/17/2021,211.453
11/24/2021,164.087
12/1/2021,152.651
12/8/2021,115.117
12/15/2021,104.798
12/22/2021,84.954
12/29/2021,211.849
1/5/2022,389.751
1/12/2022,456.401
1/19/2022,488.697
1/26/2022,614.877
2/2/2022,675.773
2/9/2022,686.384
2/16/2022,692.541
2/23/2022,697.838
3/2/2022,682.903
3/9/2022,652.039
3/16/2022,570.606
3/23/2022,614.616
3/30/2022,575.065
4/6/2022,574.451
4/13/2022,547.308
4/20/2022,711.406
4/27/2022,944.328
5/4/2022,945.478
5/11/2022,945.658
5/18/2022,886.964
5/25/2022,821.535
6/1/2022,789.532
6/8/2022,723.384
6/15/2022,656.87
6/22/2022,758.283
6/29/2022,756.627
7/6/2022,700.457
7/13/2022,652.572
7/20/2022,613.878
7/27/2022,602.945
8/3/2022,594.115
8/10/2022,557.265
8/17/2022,545.321
8/24/2022,535.267
8/31/2022,612.536
9/7/2022,581.295
9/14/2022,593.808
9/21/2022,692.496
9/28/2022,689.569
10/6/2022,633.939
10/13/2022,608.302
10/19/2022,607.199
10/27/2022,634.548
11/3/2022,598.544
11/10/2022,527.479
11/16/2022,502.982
11/23/2022,479.474
