Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,1675.9000244140625,1678.1400146484375,1653.52001953125,1666.77001953125,1666.77001953125,3458250000
2020-01-03,1655.02001953125,1664.0400390625,1648.5400390625,1660.8699951171875,1660.8699951171875,3461290000
2020-01-06,1650.6600341796875,1664.8499755859375,1645.510009765625,1663.260009765625,1663.260009765625,3674070000
2020-01-07,1659.72998046875,1662.0999755859375,1653.3299560546875,1658.31005859375,1658.31005859375,3420380000
2020-01-08,1658.469970703125,1669.2900390625,1658.22998046875,1663.5899658203125,1663.5899658203125,3720890000
2020-01-09,1669.8599853515625,1671.8199462890625,1663.780029296875,1664.989990234375,1664.989990234375,3638390000
2020-01-10,1665.469970703125,1666.75,1654.010009765625,1657.6400146484375,1657.6400146484375,3212970000
2020-01-13,1658.97998046875,1669.6099853515625,1652.3199462890625,1669.6099853515625,1669.6099853515625,3456380000
2020-01-14,1668.3900146484375,1684.3399658203125,1662.8599853515625,1675.739990234375,1675.739990234375,3665130000
2020-01-15,1673.68994140625,1688.1199951171875,1673.4000244140625,1682.4000244140625,1682.4000244140625,3716840000
2020-01-16,1691.8199462890625,1706.1700439453125,1691.8199462890625,1705.219970703125,1705.219970703125,3535080000
2020-01-17,1712.9300537109375,1715.0799560546875,1697.68994140625,1699.6400146484375,1699.6400146484375,3698170000
2020-01-21,1695.449951171875,1695.449951171875,1684.260009765625,1685.9000244140625,1685.9000244140625,4105340000
2020-01-22,1691.0699462890625,1694.3699951171875,1682.93994140625,1684.4599609375,1684.4599609375,3619850000
2020-01-23,1680.5400390625,1687.8499755859375,1666.469970703125,1685.010009765625,1685.010009765625,3764860000
2020-01-24,1687.81005859375,1689.1500244140625,1653.18994140625,1662.22998046875,1662.22998046875,3707130000
2020-01-27,1660.8199462890625,1660.8199462890625,1632.260009765625,1644.1400146484375,1644.1400146484375,3823100000
2020-01-28,1651.1300048828125,1661.18994140625,1651.1300048828125,1658.31005859375,1658.31005859375,3526720000
2020-01-29,1661.0799560546875,1663.77001953125,1649.0,1649.219970703125,1649.219970703125,3584500000
2020-01-30,1641.469970703125,1648.4300537109375,1630.93994140625,1648.219970703125,1648.219970703125,3787250000
2020-01-31,1643.68994140625,1643.68994140625,1610.6400146484375,1614.06005859375,1614.06005859375,4527830000
2020-02-03,1618.800048828125,1636.8800048828125,1618.800048828125,1632.2099609375,1632.2099609375,3757910000
2020-02-04,1644.4200439453125,1661.0,1644.4200439453125,1656.77001953125,1656.77001953125,3995320000
2020-02-05,1667.949951171875,1682.9599609375,1667.3800048828125,1681.9200439453125,1681.9200439453125,4117730000
2020-02-06,1685.43994140625,1689.1700439453125,1677.2900390625,1677.4599609375,1677.4599609375,3868370000
2020-02-07,1673.530029296875,1673.530029296875,1654.31005859375,1656.780029296875,1656.780029296875,3730650000
2020-02-10,1654.9200439453125,1667.699951171875,1653.6700439453125,1667.6700439453125,1667.6700439453125,3450350000
2020-02-11,1674.5,1686.010009765625,1674.0,1677.510009765625,1677.510009765625,3760550000
2020-02-12,1684.3900146484375,1690.06005859375,1683.02001953125,1689.3800048828125,1689.3800048828125,3926380000
2020-02-13,1684.5799560546875,1696.5400390625,1680.3800048828125,1693.739990234375,1693.739990234375,3498240000
2020-02-14,1694.8699951171875,1695.1700439453125,1683.469970703125,1687.5799560546875,1687.5799560546875,3398040000
2020-02-18,1686.030029296875,1687.3800048828125,1674.5999755859375,1683.52001953125,1683.52001953125,3746720000
2020-02-19,1685.3299560546875,1698.1600341796875,1685.3299560546875,1692.5699462890625,1692.5699462890625,3600150000
2020-02-20,1689.4200439453125,1698.9100341796875,1677.6199951171875,1696.0699462890625,1696.0699462890625,4007320000
2020-02-21,1694.72998046875,1694.72998046875,1673.199951171875,1678.6099853515625,1678.6099853515625,3899270000
2020-02-24,1676.6500244140625,1676.6500244140625,1620.1400146484375,1628.0999755859375,1628.0999755859375,4842960000
2020-02-25,1630.8699951171875,1633.1099853515625,1568.969970703125,1571.9000244140625,1571.9000244140625,5591510000
2020-02-26,1572.27001953125,1588.3199462890625,1551.3900146484375,1552.760009765625,1552.760009765625,5478110000
2020-02-27,1545.25,1553.97998046875,1495.8900146484375,1497.8699951171875,1497.8699951171875,7058840000
2020-02-28,1496.8299560546875,1496.8299560546875,1448.2099609375,1476.4300537109375,1476.4300537109375,8563850000
2020-03-02,1476.5899658203125,1518.510009765625,1463.06005859375,1518.489990234375,1518.489990234375,6376400000
2020-03-03,1518.52001953125,1539.739990234375,1472.739990234375,1486.0799560546875,1486.0799560546875,6355940000
2020-03-04,1500.1500244140625,1531.199951171875,1494.5799560546875,1531.199951171875,1531.199951171875,5035480000
2020-03-05,1522.8499755859375,1522.8499755859375,1462.9200439453125,1478.8199462890625,1478.8199462890625,5575550000
2020-03-06,1476.6300048828125,1476.6300048828125,1417.27001953125,1449.219970703125,1449.219970703125,6552140000
2020-03-09,1396.239990234375,1396.239990234375,1310.760009765625,1313.43994140625,1313.43994140625,8423050000
2020-03-10,1329.8800048828125,1351.47998046875,1288.9300537109375,1350.9000244140625,1350.9000244140625,7635960000
2020-03-11,1349.239990234375,1349.239990234375,1249.280029296875,1264.300048828125,1264.300048828125,7374110000
2020-03-12,1253.8699951171875,1253.8699951171875,1121.719970703125,1122.9300537109375,1122.9300537109375,8829380000
2020-03-13,1153.760009765625,1210.1300048828125,1109.3900146484375,1210.1300048828125,1210.1300048828125,8258670000
2020-03-16,1174.969970703125,1174.969970703125,1035.18994140625,1037.4200439453125,1037.4200439453125,7781540000
2020-03-17,1043.8699951171875,1106.6800537109375,1011.9500122070312,1106.510009765625,1106.510009765625,8358500000
2020-03-18,1057.6500244140625,1062.8800048828125,966.219970703125,991.1599731445312,991.1599731445312,8755780000
2020-03-19,988.7100219726562,1069.1500244140625,968.8599853515625,1058.75,1058.75,7946710000
2020-03-20,1064.719970703125,1087.719970703125,1009.530029296875,1013.8900146484375,1013.8900146484375,9044690000
2020-03-23,1014.0800170898438,1017.8900146484375,966.4199829101562,1002.4000244140625,1002.4000244140625,7402180000
2020-03-24,1041.0699462890625,1096.5400390625,1041.0699462890625,1096.5400390625,1096.5400390625,7547350000
2020-03-25,1100.1400146484375,1146.81005859375,1075.8499755859375,1110.3699951171875,1110.3699951171875,8285670000
2020-03-26,1116.300048828125,1180.3199462890625,1116.300048828125,1180.3199462890625,1180.3199462890625,7753160000
2020-03-27,1163.9200439453125,1163.9200439453125,1125.6800537109375,1131.989990234375,1131.989990234375,6194330000
2020-03-30,1134.1400146484375,1158.6400146484375,1119.949951171875,1158.3199462890625,1158.3199462890625,5746220000
2020-03-31,1155.6800537109375,1164.6300048828125,1130.3399658203125,1153.0999755859375,1153.0999755859375,6568290000
2020-04-01,1127.72998046875,1127.72998046875,1064.5999755859375,1071.989990234375,1071.989990234375,5947900000
2020-04-02,1071.4599609375,1102.3599853515625,1055.5999755859375,1085.81005859375,1085.81005859375,6454990000
2020-04-03,1082.9000244140625,1082.9000244140625,1035.3900146484375,1052.050048828125,1052.050048828125,6087190000
2020-04-06,1085.8800048828125,1139.9300537109375,1085.8800048828125,1138.780029296875,1138.780029296875,6391860000
2020-04-07,1158.1700439453125,1190.97998046875,1133.550048828125,1139.1700439453125,1139.1700439453125,7040720000
2020-04-08,1151.010009765625,1197.1700439453125,1147.260009765625,1191.6600341796875,1191.6600341796875,5856370000
2020-04-09,1212.6600341796875,1250.1300048828125,1212.6600341796875,1246.72998046875,1246.72998046875,7880140000
2020-04-13,1240.9100341796875,1240.93994140625,1200.9200439453125,1212.0400390625,1212.0400390625,5274310000
2020-04-14,1232.3199462890625,1251.8800048828125,1224.1500244140625,1237.3299560546875,1237.3299560546875,5567400000
2020-04-15,1221.7099609375,1221.7099609375,1176.030029296875,1183.97998046875,1183.97998046875,5203390000
2020-04-16,1185.0999755859375,1187.8399658203125,1154.52001953125,1178.0899658203125,1178.0899658203125,5179990000
2020-04-17,1191.8499755859375,1231.9300537109375,1191.8499755859375,1229.0999755859375,1229.0999755859375,5792140000
2020-04-20,1220.6300048828125,1233.8599853515625,1202.219970703125,1213.3499755859375,1213.3499755859375,5220160000
2020-04-21,1192.219970703125,1195.8800048828125,1173.9100341796875,1185.0899658203125,1185.0899658203125,5075830000
2020-04-22,1203.010009765625,1213.3399658203125,1196.5400390625,1201.52001953125,1201.52001953125,5049660000
2020-04-23,1203.6600341796875,1232.5899658203125,1203.6600341796875,1214.06005859375,1214.06005859375,5756520000
2020-04-24,1216.6800537109375,1238.31005859375,1210.6199951171875,1233.050048828125,1233.050048828125,5374480000
2020-04-27,1243.469970703125,1289.1800537109375,1243.469970703125,1281.8800048828125,1281.8800048828125,5194260000
2020-04-28,1301.219970703125,1316.7099609375,1282.77001953125,1298.0799560546875,1298.0799560546875,5672880000
2020-04-29,1314.0400390625,1373.3900146484375,1314.0400390625,1360.760009765625,1360.760009765625,6620140000
2020-04-30,1354.800048828125,1354.800048828125,1310.449951171875,1310.6600341796875,1310.6600341796875,6523120000
2020-05-01,1280.5799560546875,1281.0799560546875,1241.9100341796875,1260.47998046875,1260.47998046875,4753160000
2020-05-04,1254.8800048828125,1263.969970703125,1234.010009765625,1263.969970703125,1263.969970703125,4723140000
2020-05-05,1271.219970703125,1302.449951171875,1269.989990234375,1273.510009765625,1273.510009765625,5129590000
2020-05-06,1278.9000244140625,1284.9200439453125,1262.56005859375,1263.010009765625,1263.010009765625,4861920000
2020-05-07,1268.3499755859375,1290.9200439453125,1268.3499755859375,1282.9300537109375,1282.9300537109375,5164640000
2020-05-08,1294.280029296875,1330.1099853515625,1294.280029296875,1329.6400146484375,1329.6400146484375,4857160000
2020-05-11,1320.3699951171875,1333.8499755859375,1303.530029296875,1321.239990234375,1321.239990234375,4807320000
2020-05-12,1322.6700439453125,1326.8900146484375,1275.5400390625,1275.5400390625,1275.5400390625,5107710000
2020-05-13,1272.9000244140625,1272.9000244140625,1212.75,1233.25,1233.25,6143130000
2020-05-14,1226.6600341796875,1237.56005859375,1181.0899658203125,1237.550048828125,1237.550048828125,5641920000
2020-05-15,1236.25,1259.280029296875,1225.550048828125,1256.989990234375,1256.989990234375,5477040000
2020-05-18,1290.9000244140625,1338.3499755859375,1290.9000244140625,1333.68994140625,1333.68994140625,6364290000
2020-05-19,1330.27001953125,1339.1199951171875,1307.27001953125,1307.719970703125,1307.719970703125,4969330000
2020-05-20,1322.780029296875,1353.3800048828125,1322.780029296875,1346.9300537109375,1346.9300537109375,4992970000
2020-05-21,1345.719970703125,1354.6500244140625,1333.989990234375,1347.56005859375,1347.56005859375,4966940000
2020-05-22,1349.4000244140625,1355.77001953125,1338.1300048828125,1355.530029296875,1355.530029296875,3952800000
2020-05-26,1361.1600341796875,1406.77001953125,1361.1600341796875,1393.0699462890625,1393.0699462890625,5837060000
2020-05-27,1398.5,1438.9599609375,1382.030029296875,1436.3599853515625,1436.3599853515625,6371230000
2020-05-28,1437.8399658203125,1450.3699951171875,1396.949951171875,1400.6700439453125,1400.6700439453125,5402670000
2020-05-29,1399.050048828125,1399.050048828125,1372.7099609375,1394.0400390625,1394.0400390625,7275080000
