Date,Open,High,Low,Close,Adj Close,Volume
2020-05-12,24.927000045776367,24.927000045776367,24.81999969482422,24.81999969482422,23.568552017211914,100100
2020-05-13,23.94700050354004,23.94700050354004,23.94700050354004,23.94700050354004,22.73957061767578,0
2020-05-14,23.83099937438965,24.142000198364258,23.780000686645508,24.142000198364258,22.92473793029785,1332700
2020-05-15,24.049999237060547,24.31999969482422,24.010000228881836,24.29599952697754,23.070972442626953,1400
2020-05-18,25.299999237060547,25.299999237060547,25.299999237060547,25.299999237060547,24.024349212646484,100
2020-05-19,25.184999465942383,25.350000381469727,24.993999481201172,24.993999481201172,23.73377799987793,677200
2020-05-20,25.450000762939453,25.520000457763672,25.360000610351562,25.422000885009766,24.140199661254883,6300
2020-05-21,25.299999237060547,25.3700008392334,24.1200008392334,25.27199935913086,23.997760772705078,12400
2020-05-22,25.100000381469727,25.290000915527344,25.079999923706055,25.288999557495117,24.013904571533203,4500
2020-05-26,25.979999542236328,25.979999542236328,25.7810001373291,25.7810001373291,24.481098175048828,2500
2020-05-27,25.850000381469727,26.312000274658203,25.850000381469727,26.312000274658203,24.98532485961914,1100
2020-05-28,26.440000534057617,26.448999404907227,26.11400032043457,26.11400032043457,24.79730796813965,1400
2020-05-29,25.8700008392334,26.135000228881836,25.8700008392334,26.135000228881836,24.817249298095703,2300
2020-06-01,26.239999771118164,26.31999969482422,26.19499969482422,26.26300048828125,24.93879508972168,2400
2020-06-02,26.399999618530273,26.479999542236328,26.368000030517578,26.466999053955078,25.13250732421875,2600
2020-06-03,26.989999771118164,27.09000015258789,26.959999084472656,26.988000869750977,25.627241134643555,10100
2020-06-04,28.31999969482422,28.31999969482422,26.860000610351562,26.996000289916992,25.634836196899414,5700
2020-06-05,27.799999237060547,28.049999237060547,27.799999237060547,27.841999053955078,26.43817901611328,6700
2020-06-08,28.131000518798828,28.23699951171875,28.131000518798828,28.23699951171875,26.813262939453125,2300
2020-06-09,27.780000686645508,27.979999542236328,27.780000686645508,27.860000610351562,26.455272674560547,8100
2020-06-10,27.739999771118164,27.75,27.489999771118164,27.489999771118164,26.103927612304688,1500
2020-06-11,26.670000076293945,26.670000076293945,25.790000915527344,25.812000274658203,24.510534286499023,40800
2020-06-12,26.670000076293945,26.670000076293945,26.079999923706055,26.409000396728516,25.077434539794922,3400
2020-06-15,25.966999053955078,26.600000381469727,25.966999053955078,26.549999237060547,25.211322784423828,3100
2020-06-16,28.790000915527344,28.790000915527344,27.020000457763672,27.023000717163086,25.66047477722168,4700
2020-06-17,26.929000854492188,27.079999923706055,26.84600067138672,26.84600067138672,25.492399215698242,2100
2020-06-18,26.9060001373291,26.9060001373291,26.760000228881836,26.812000274658203,25.460113525390625,900
2020-06-19,26.959999084472656,26.969999313354492,26.579999923706055,26.652000427246094,25.308181762695312,2200
2020-06-22,26.450000762939453,26.749000549316406,26.450000762939453,26.749000549316406,25.400291442871094,1400
2020-06-23,26.959999084472656,27.020000457763672,26.825000762939453,26.86400032043457,25.509492874145508,2800
2020-06-24,26.110000610351562,26.115999221801758,26.110000610351562,26.115999221801758,24.799205780029297,700
2020-06-25,26.094999313354492,26.424999237060547,26.09000015258789,26.424999237060547,25.092626571655273,2400
2020-06-26,25.850000381469727,25.899999618530273,25.775999069213867,25.775999069213867,24.476348876953125,1400
2020-06-29,26.256000518798828,26.256000518798828,26.256000518798828,26.256000518798828,24.932147979736328,300
2020-06-30,27.56999969482422,27.56999969482422,26.34000015258789,26.673999786376953,25.329071044921875,10900
2020-07-01,26.559999465942383,26.59000015258789,26.48200035095215,26.48200035095215,25.146753311157227,1100
2020-07-02,26.850000381469727,26.850000381469727,26.658000946044922,26.658000946044922,25.313879013061523,3500
2020-07-06,27.030000686645508,27.139999389648438,27.020000457763672,27.139999389648438,25.771575927734375,5600
2020-07-07,26.8700008392334,26.937000274658203,26.68899917602539,26.68899917602539,25.34331512451172,4800
2020-07-08,26.940000534057617,26.940000534057617,26.68000030517578,26.905000686645508,25.548425674438477,3300
2020-07-09,26.520000457763672,26.520000457763672,26.516000747680664,26.516000747680664,25.179039001464844,600
2020-07-10,26.739999771118164,26.854000091552734,26.700000762939453,26.854000091552734,25.499996185302734,1400
2020-07-13,27.020000457763672,27.16699981689453,26.711000442504883,26.711000442504883,25.364206314086914,3500
2020-07-14,26.90999984741211,27.01799964904785,26.84000015258789,27.01799964904785,25.65572738647461,2000
2020-07-15,27.68000030517578,27.68000030517578,27.489999771118164,27.611000061035156,26.218828201293945,3300
2020-07-16,27.3700008392334,27.413000106811523,27.35700035095215,27.413000106811523,26.030811309814453,3600
2020-07-17,28.010000228881836,28.010000228881836,27.40999984741211,27.44099998474121,26.05739974975586,3700
2020-07-20,27.34000015258789,27.406999588012695,27.15999984741211,27.406999588012695,26.02511215209961,11100
2020-07-21,27.75,27.940000534057617,27.75,27.809999465942383,26.407793045043945,800
2020-07-22,27.850000381469727,27.850000381469727,27.729999542236328,27.816999435424805,26.414440155029297,1500
2020-07-23,27.979999542236328,28.0,27.850000381469727,27.85700035095215,26.452425003051758,7300
2020-07-24,27.719999313354492,27.719999313354492,27.548999786376953,27.548999786376953,26.159954071044922,800
2020-07-27,27.6560001373291,27.899999618530273,27.6560001373291,27.784000396728516,26.38310432434082,1300
