DATE,GAC,NOC,SHC,UOC,DTC,IVC,PPC,PRC,NEC,AWC,GAF,NOF,SHF,UOF,DTF,IVF,PPF,PRF,NEF,AWF,CEF
Feb-81,5.2,10.9,11.8,-19.2,-9.1,-3.8,54.8,32.8,-3.1,0.3,52.4,60.2,55.2,17.4,7.5,-6.4,81.5,68.7,17.1,19.5,16.1
Mar-81,8,7.2,9.1,-18.4,-12.2,-4.2,49.2,13.1,-7.9,-4.7,66.5,50.2,47.6,16.2,8.3,-24.9,88.7,73.1,2.1,15.8,18.9
Apr-81,-1.2,-12.3,-15.7,-25.8,-10.5,-5,45.3,14.4,-4.9,-5.9,66.9,61.4,62.7,23.6,4.1,8.5,87.5,82.6,18.2,29.5,20.8
May-81,9.1,0.3,7.5,-17.6,-0.2,12,65.4,43,-2.4,-2.3,71.8,62.4,68.7,21.7,12.3,4.8,88,75.1,19.4,21.7,19.8
Jun-81,-2.1,-9.8,-2.1,-18.7,-2.2,-10.2,56.3,33.7,-6.1,-0.9,62.8,50.4,42.1,10.2,13.5,-3.5,81,64.1,12.7,12.5,21.3
Jul-81,5.5,11.6,18.7,-10.3,-8.7,-7.8,53.6,34.1,12.4,1.6,69.3,65,61.8,34.4,27.7,17.4,91.4,71.5,38.8,21.4,41.1
Aug-81,16.8,12.3,16.7,-8.3,0.8,18.1,48.6,26.9,6.5,2.3,63.8,64.5,66.2,30.7,12.8,-12.5,90,72.9,31.8,20.8,37.9
Sep-81,7.5,21.9,28,0.3,-4.2,-14.9,50.5,31.9,-8.4,2.5,62.2,66.4,64,24.2,-3.8,-7.5,86.5,78.5,16,14.7,36.7
Oct-81,-13.2,-9.2,-0.9,-19.2,-8.8,-11.4,39,21.6,-16.9,-8.7,53.8,65.3,60.1,29.2,5.2,-7.6,81.6,60.8,18.9,15.1,22.9
Nov-81,-25.7,-23.6,-14.8,-31.6,-13.7,-25.1,40.5,12.8,-30.9,-22.3,61.9,57.2,48,20.5,5.2,-4.4,77.8,63.2,12.5,10.6,14.2
Dec-81,-34.5,-26.1,-19.7,-40,-20.2,-20.4,27,15.4,-35.3,-21.6,71.1,61.9,59.7,31.5,16.9,-4.9,78.3,56.7,27.4,19.7,16.1
Jan-82,-19.9,-10,-0.5,-31.9,-12.2,-18,22.6,8.1,-26,-12,68.1,67,63.5,43.3,18.3,4.6,74,56.1,27.5,30.7,15.5
Feb-82,-15.4,-10.8,-1.3,-25.9,-11.9,-26.2,21.7,8.9,-21.2,-9.3,67,68.8,63.2,30.8,15.2,10.3,72.5,57.1,25.7,22.6,22.6
Mar-82,-15.7,-1.2,-0.1,-21.2,-12.3,-24.8,23.7,10.5,-21,-8.4,48.3,50.9,45,25.8,5,2,74.8,50.8,23.9,7.9,12.7
Apr-82,-3.2,0,-2.8,-21.9,-14.8,-29.7,14.1,-2.9,-27.5,-10.5,67.3,68.2,60,32.6,17.9,9.5,71.8,52.3,35.7,23.3,6.8
May-82,-4.6,0.1,-2.3,-15.8,-15.7,-36.6,2.9,-2.7,-26.9,-14.5,68.1,71,62.9,31.4,10.4,5.7,67.5,49.4,34.3,38,6.5
Jun-82,2.2,11.7,6.4,-18.1,-11,-24.2,9.4,-2.1,-16.9,-11.9,66.9,66.9,58.3,33.2,9.4,11.7,57.7,39.3,38.3,25.1,7
Jul-82,2.8,-4.4,-4.5,-17.1,-13.3,-38.9,3.7,-6,-25,-18.6,73.7,67.7,61.2,31.3,3.4,3.1,60.5,36.6,33.9,22.3,12.1
Aug-82,-3.2,-7.3,-2.7,-29.4,-14.1,-23.4,9.9,-3.3,-28.5,-9.4,67.7,63.5,61.3,32.9,12.5,6.9,60.5,42.3,34,21.3,2.4
Sep-82,-13.6,-1.5,0.3,-24.9,-14.6,-28.5,5.3,-0.3,-29.7,-17.3,82.6,82.2,68.5,35.6,13.1,2.3,61.3,42.6,36.1,21.1,10.7
Oct-82,10.9,10.1,1,-16.2,-12.4,-35.7,8.4,-6.5,-20.1,-8.7,79.6,74.5,63.4,32.1,12.7,8.8,52.4,41,32.4,22.5,5.8
Nov-82,2.3,3.3,2.6,-16.4,-11.9,-28.7,7.1,-3.5,-25.6,-15.9,78.9,82.2,72.4,28,11.1,4.6,66.6,40.8,35.9,23.5,7.4
Dec-82,14.7,12.6,0.8,-14.3,-6.2,-24.6,5.7,-5.3,-22.7,-9.3,72.4,75.3,66.2,37.7,14.1,11.8,56.8,40.3,38.3,16.6,7.7
Jan-83,12.5,16.8,8.9,-13.8,-1.1,-23,-0.8,-4.2,-19.7,-12.1,76.9,74.9,63.1,36.7,9.2,9,46.7,41.4,44,20.3,4.2
Feb-83,20.2,24.2,14.2,-10.2,-2.2,-24.1,4.1,-5.4,-13.6,-7.1,75.9,71.4,62.4,30.5,6.6,8.9,61.1,42.6,34.7,20.5,3.1
Mar-83,32.6,22.1,19.7,-6.3,-2.5,-17.3,5.3,-1.3,-4,-7.7,77.2,72.6,65.9,48.2,12.6,17.5,57.2,44.2,38.8,28.1,17.9
Apr-83,37.2,28.9,33,3.5,4.8,-13.2,10.9,-0.8,3.8,2.6,76,78.9,74.4,45.2,18.1,11.4,66.7,50.3,38.1,23.3,26
May-83,37.6,36.3,27.2,5.5,2.7,-14.4,22.5,5.2,1.1,1.4,83.9,78.4,75.8,48.3,18.6,23.8,78.7,51.9,43.9,22.4,28.5
Jun-83,42.3,29.5,33.1,8,7.6,-15.8,23.2,9.8,4.3,9.9,80.4,84.6,76.3,58.5,33.3,24.5,81.4,58.9,45.1,30.4,35.4
Jul-83,49.5,37.4,36.8,19.7,12.2,-3.3,24.9,13.1,7.6,12.1,75.9,72.7,65.5,40.4,13.4,27.3,81,62.5,35.3,27.4,21.5
Aug-83,41.5,37.2,36,19.8,16.1,-6.2,33.3,19.1,13.6,9.5,82,79.6,74.8,26.6,11.8,22,78,58.8,44.4,26,30.8
Sep-83,40.7,28.7,25,9.3,7.5,-1.9,29.8,9.9,17.7,16.3,73,68.6,59.4,33.8,12.7,41,79.9,65.9,40,23.7,24.5
Oct-83,35.5,29.8,29.2,12.2,9.9,-7.3,39.3,15.2,12.7,11.5,71.5,65.9,61.9,29.1,9,23.3,78.7,49.8,31.3,21.1,19.8
Nov-83,45.1,39.9,37.9,14.4,10.5,6,33.5,23.1,16.9,16.8,65.1,64.6,59.3,28.6,8.9,14,72.1,58.6,28.1,19.6,38.3
Dec-83,41,29,33.1,7.3,3.6,-1.6,33.5,18.7,6.8,13.8,61.7,68.4,60.1,28.3,6.6,2.7,79.4,59.5,31.3,21.2,38.8
Jan-84,47,36.4,37.6,17.1,4.4,-5.1,33.5,21.7,15.5,9.3,63,59.4,54.9,27.9,5.4,15.2,80.8,59.6,17.7,13.3,44.6
Feb-84,25.8,31.2,24.2,4.1,-1,0.6,30.1,14.3,5.7,-4,63,64.2,61.1,29.9,8.2,22.3,83.1,59.5,39.1,17.9,34.1
Mar-84,35,29.6,28.6,12.8,10.1,-0.5,40.4,17.3,11.7,22.2,65.1,67.8,59.3,29.5,14.4,22.3,83,69,37.9,21,37.2
Apr-84,36.9,33.2,32.1,14.2,13.1,1.5,49.9,21.2,6.1,6.6,58.3,54.5,55.2,23.2,3.7,11.8,78.7,56.2,23.2,15.4,43.1
May-84,31.7,33.1,33.2,9.4,7.4,13.2,37.5,17.2,14.8,12.9,44.3,57.7,46.8,23,13.2,8.6,83.6,59.5,16.3,16.8,29.8
Jun-84,27.7,28.3,26.3,2.3,-0.4,7,34.5,13.7,2.7,8.8,39.6,39.4,34,8.7,5.5,3.5,78.1,59.3,9,12,27.2
Jul-84,1.4,-5.5,20,-2.8,3,9.5,42.1,19,1.1,-4.2,40.7,43.7,42.6,11,0,-0.2,77.1,53.3,15.2,6.6,14.6
Aug-84,23.7,14.9,26.8,-9.8,-1.6,-0.5,25,14.9,4.9,-4.7,41.4,48,42.3,11.3,10.8,13.9,76.5,52.3,9.6,12.4,26.4
Sep-84,22.3,23,30.9,-5.2,5.4,6.1,23.1,12.7,0.8,6.5,33.5,40.6,46.6,14.5,4,3.2,69.8,47.4,5.7,7.1,26.7
Oct-84,15.5,23.9,31.7,-15.7,-3.3,-2.4,17.3,11.2,1,-4.8,42.5,57.4,51.2,12.4,17.9,-11.2,78,48.3,18.3,13.3,31.1
Nov-84,2.7,3.6,20.2,-23.7,-4.1,-13,20.7,8,-3.8,-13.8,38.7,45.6,38.8,17,9.9,1.1,75,42,14.7,24.5,20.7
Dec-84,2.1,5.7,10.5,-8.4,2.2,-6.9,17.9,10,-5,-7.5,39.7,49.9,48.4,11,6.3,0.4,75.3,52.9,9.4,14.4,23.5
Jan-85,5.5,0.8,21.4,-11.6,0.5,-15.4,24.2,8.4,-7.6,-6.2,41.7,48.1,50.8,12.5,7.5,-8.9,62.1,40.2,3.2,16.9,25.1
Feb-85,10.9,13.3,20.5,2.7,-1.4,-8.8,20.1,3.8,-8.2,-0.8,46.2,52.6,45.4,10.1,11.8,-14.9,65,43.3,25.1,22.1,28.6
Mar-85,31,30.2,22.5,-1.3,-2.4,-12,16.7,7.9,-0.6,-5.6,47.7,52.7,52.5,5.5,9.6,-8.3,79.1,53.7,8.7,15.7,22.1
Apr-85,10,10.1,8.2,-25.3,-0.8,0.1,18.8,1.1,-8,-6.4,42,51.2,47.5,7.9,1.4,-19.4,69.2,34.6,12.5,9.7,23.5
May-85,8,17.3,16.7,-9,1.3,-26.2,16,15.2,-9.8,-0.7,38.2,41.6,39.6,1.9,0.3,-29.1,54.4,40.3,1.9,5,21.3
Jun-85,-2.4,-4.3,9.1,-5.9,2.8,-26.4,9.9,8.9,-9.3,-4.9,16.7,24.1,18.9,-3.3,-3.2,-17.4,61.1,31,-2.1,-6.2,10
Jul-85,11.5,15.8,33.3,-11.1,-1.3,-32.6,16.5,0.2,-8.4,-6.8,27.2,35.9,28.6,0.6,-3.1,-22.8,51.5,33.1,-9.5,-1.4,14.9
Aug-85,6.9,23,8.9,-4.8,-4.7,-18.6,14.4,4.1,-16.3,-0.5,21.7,32.1,31.9,3.4,-8.3,-24.1,55.2,32.9,-6.7,1.9,21.3
Sep-85,2.3,10,5.2,-5.5,-10.7,-25.4,13.8,4.2,-14,-7.8,30.4,31.7,30.8,5.2,8.7,2.5,45.2,23.4,-8.6,-1.3,5.8
Oct-85,6.2,17.1,13.8,-13.3,-8.2,-18.1,2.7,-0.5,-17.6,-8.7,25.5,25.9,23,9.5,-0.2,-18.8,46.6,27.6,-9.6,9.4,13.7
Nov-85,19.7,25.5,28.4,10.6,-0.8,-10,3.3,0.4,-6.2,9,32.8,28.2,36.5,-0.1,-0.8,-17.6,40.5,28.8,-7.9,6.4,21.7
Dec-85,13.5,17.5,13.7,-5.9,6.3,-17.9,8.9,-1,-5.4,-8.7,29.5,26.6,27.5,4.1,-6.4,-23.5,46.2,13.9,-12.2,0.9,15.9
Jan-86,22.4,28.1,25.7,-3.7,-2,-16.6,6.5,-2.2,-4.2,4.8,37.8,41.4,38.2,25.9,7.3,-9.7,47.8,29.9,-9.9,5.5,28.5
Feb-86,19.9,20.4,20.4,-2.1,2.7,-19.6,6.1,0.6,2.5,2.7,36.2,34.3,34.3,7.7,8.8,-16.4,43.7,28.3,-6.8,-3.4,18.7
Mar-86,14,13,19,-12,-0.6,-13.9,17.1,7.2,-9.9,9,27.5,31.6,28.3,10.4,1.5,-19.8,45.7,25.3,-3,-0.1,13.1
Apr-86,3.2,7.4,25.8,-12.3,-4.9,-18,-2.9,-2.2,-20.1,0.1,28.4,26.4,31.4,-7.2,4.9,-14,34.5,22,-12.3,3,3.9
May-86,1.9,0.4,7.3,-13.9,-4.7,-12.8,2.2,-1.9,-9.6,-5.3,19.1,17.6,22.7,-6,-8.1,-21.5,29.2,19.6,-10.6,-3.8,2.6
Jun-86,2.8,9.8,14.6,-9,-2.9,-18.7,0.2,-9.1,-6.9,-0.4,32.4,29.3,27,1.7,-4.4,-24.5,24,16.6,-5.8,-3.5,8.8
Jul-86,11.8,16.5,19.5,-2.1,-8.9,-21,4.4,0.9,-6,8.6,29.7,32.4,31.7,7.1,-1.4,-12.3,44.5,23.9,1.5,8.1,10.1
Aug-86,6.8,15.7,21.3,-2.9,-7.3,-10.2,-3.2,-7.1,-5.5,-5.5,28.6,27.3,24.3,5.6,-3.8,-9.4,30.6,17.2,-3.6,2.2,1.8
Sep-86,10.6,14.4,24.2,-1.2,1.3,-19.3,4,1.6,-0.7,-0.3,24,24,20.4,4.5,-0.6,-20.5,44,18.1,-6.9,2.6,1
Oct-86,9.1,14.9,14,6.8,-0.9,-10.1,22.8,3.8,0.3,-11.1,25.7,20.5,26.2,3.3,-5.8,-8.1,48,24.3,-6.2,1.1,10.7
Nov-86,16.4,10.7,14.1,5.7,2.6,-12.9,18.9,6.3,-0.1,3.7,26,34.9,25,5.5,-6.4,-18.8,48.6,21.1,-3.6,-5.5,19.2
Dec-86,22.8,19.6,19.8,3.6,-3.2,-4.8,17,2.5,6.3,-1,34.5,26.2,27.1,3.7,2,-13.4,44.5,21.4,-0.8,-13.8,3.2
Jan-87,5.8,14.6,7.8,-0.4,-0.2,-4.7,5.1,3.1,-1,-0.6,29.2,32.4,25,-2.4,-7.2,-32.4,48.7,27.7,0.3,2.9,1.8
Feb-87,9.3,13.1,15.7,-4.2,-5.6,14.6,17.1,3.8,1.3,1.4,33,29.4,33.8,3.5,-5.9,-0.4,56.9,30.6,-1.4,-0.2,16.4
Mar-87,5.5,13.6,12.8,-4.7,-5.4,-15.6,19.3,3.4,-0.3,-1.7,23.8,19.8,20.6,3.6,-4.4,-16.8,50.5,18.3,-3.3,-2,6.9
Apr-87,14.4,15.3,11.6,-5.1,-5.4,3.4,21.7,12.4,-4.8,5,7.7,16.9,5.9,-4.2,-7.5,-22.3,51.4,29.7,-15.7,-7.4,4.4
May-87,19.7,15.8,19.4,-4.3,-6.7,-12,29.6,1.8,12.6,3,8.1,16.8,10.2,-7.1,-14.6,-13.7,59.9,23,-5.6,1.3,17
Jun-87,13,16.8,26.7,-7.3,-2.7,-7.8,35.5,9.1,0.2,3.9,23.4,20.1,21.9,-0.3,7.4,-8.7,63.8,36.4,-7.5,4.9,17.3
Jul-87,15.5,17.9,13.2,4.9,-0.3,-8.4,36.7,3.1,6.2,10.8,23.2,21.6,17.9,2.8,-8.9,-16.1,54.6,26,-6.3,-4,8.1
Aug-87,30.1,29.6,27.3,5.4,8.8,-6.2,36.3,9.3,13.7,16.4,21.4,24.2,18.4,-1.8,-13.9,-17.4,63.4,20.2,-6,-4.7,11.7
Sep-87,26.3,36.6,30.9,3.6,-2.7,-6.6,49,18.2,7.5,9.5,23.2,27.9,26,-6.1,-18.2,-3.3,62.1,36.2,-1,0.7,28.4
Oct-87,27.2,22,39,2.9,9.3,-21.7,49,19.6,18,22.8,28.8,22.9,16.4,-12.1,-21.5,-4.5,67.9,38.9,1.8,-4.5,18.6
Nov-87,11.8,13.7,15.4,-5.9,-5.2,-7.6,37.5,17.2,7.4,-2.5,8.5,3.8,10.1,-3,-10.5,-12.5,72.8,39,-7,-17.2,13.6
Dec-87,29.6,38.4,39.3,13.3,-14.8,-10.6,43.9,24.5,11.9,19.1,32.5,14.3,27.9,-6.7,-22.6,-5.5,59.4,38.5,10.4,-1.7,15.6
Jan-88,3.5,14.1,17.8,-3.3,-2.5,12.6,54.6,34.3,14.4,0.7,10.5,8.7,10.5,-2.7,-21.7,-12.7,68.8,35.2,1,-7.9,10.9
Feb-88,18.3,18.7,26.6,6.8,3.8,8.7,50.1,23.7,11.8,9,1.6,11.4,7.4,-21.2,-20.9,-5.6,46.6,31.9,0.3,-9.8,16.1
Mar-88,12.8,12.4,24.5,-4.8,1.6,-1.1,45.6,23.3,17.7,4.1,-5.9,5.1,5.6,-29.8,-23.3,3.3,70.7,34.8,-2.1,-7.7,25
Apr-88,26.8,16.7,33.9,2.2,10.8,-3.1,57.1,26.2,15.8,10.9,10.4,12.3,15.3,-4.7,-18,5.8,68.4,35.6,6.3,-1.9,-1.8
May-88,17.8,23.5,27.7,-4.4,-3.7,5,52.7,15.7,16.7,2.4,22.6,25.5,31.9,15.8,0.9,-4.3,60.4,39.7,12.5,0.2,22.9
Jun-88,17.4,25.9,31.2,9.6,2.4,4,60.1,29.5,14.2,10.4,18.1,34.6,29.9,5.4,-7.1,-0.8,81.6,42.9,17.6,-0.7,23.1
Jul-88,23.7,24.4,28.5,2,7.5,5.9,53.2,28.5,13.7,5.3,24.4,25,29.4,6.3,-5.4,2.5,80.4,62.1,15.6,2.6,24.5
Aug-88,15.2,21.6,31.8,1.3,5.8,-8.3,61.6,29.8,3.6,7.7,20.9,17.2,22.1,1.9,-0.8,-18,76.9,55.1,15.3,8.3,24.6
Sep-88,25.6,32,31,9.7,3.9,6.8,58.6,26.4,17.5,14,22.5,28.8,30.3,1.4,-10.9,-14.3,69.6,47.8,17.9,4,31.8
Oct-88,27.2,36,42.9,11.6,11.1,6.9,54.5,17.6,21,14.7,12.4,19.5,19.2,0.6,-11.4,-6.2,61.1,45.6,7.3,1.1,26.1
Nov-88,27.2,34.6,39,8.3,13.3,8.7,53.4,30.2,13.2,7.5,17.6,21.9,16.5,-11.7,-0.8,-4.2,58,49.1,10.6,1.9,25.9
Dec-88,22.7,23.3,28,0.4,2.4,5.1,54.2,33.5,10,2.8,4.1,21.8,17.2,-1.8,-10.7,-9.4,74.7,57.9,6.9,6.7,38.4
Jan-89,28.2,24.3,26.5,8.6,-1,-4.4,55.2,32.1,8.9,11.8,-2.7,7.3,15.1,-12,-18.6,-7.5,72.1,51.3,9.6,-5.9,39.3
Feb-89,20.1,19.8,27.1,-1.4,-4,-9,54.6,36.7,8.5,2.1,-2.3,-1.3,13.5,-8.4,-21.7,-12,69.3,43.8,1.6,-14.7,24.4
Mar-89,18.2,29.4,24.6,-10.3,-2.5,-2.4,51.6,26.4,8.7,8.6,0.2,2.6,4.4,-12.8,-19,-10.5,65.8,45.3,4.4,-13.4,21.8
Apr-89,4.1,14.7,11.6,0,-4.3,-9.7,45.1,25.3,5.9,2.9,0.2,12.3,12.1,-9.4,-24.7,-16.7,62.7,40.4,-6.4,-19.3,27.1
May-89,-10.2,16.1,19.2,3.9,-6.6,-5.1,43.3,25.3,-2.5,0.5,-7.4,-1.4,9,-15.3,-22.1,-16.2,61.8,39.4,0.4,-18.7,20.5
Jun-89,-7.6,0,11,-15.7,-12.4,-0.6,41,19.6,-2,-7.8,-8.5,-5.3,-8.1,-27.4,-23.2,-24,52.7,32.3,-12.2,-22.3,9.8
Jul-89,-16.9,-8,8.8,-31.4,-14.7,-7.1,36.3,14,3.6,-9.6,-3.1,4.4,9.2,-16.2,-22.9,-15.2,55.1,32.1,-2.2,-6.1,19.3
Aug-89,-9.4,-3.6,4,-18.7,-13.9,-18.6,32.9,12.2,1.8,-13.5,-5.3,3.4,1.7,-20.4,-24,-11.4,44.2,20.2,-12.9,-22.9,20.8
Sep-89,-5.4,-1.4,13.7,-24.6,-10.2,-10,20.8,2.6,-6.8,-19.6,-7.7,11.1,7.2,-17.7,-20.1,-10.7,49.1,25.4,-11.4,-15.7,19.2
Oct-89,-6.9,1.5,7.8,-18.8,-7.8,-6.7,20.7,6.6,-9.9,-13.3,-1.8,6.1,7.3,-13.4,-13.5,-12,45.3,8.3,-13.2,-7.6,1.3
Nov-89,-4.2,5.1,13.7,-27.3,-17,-15.9,27.8,3.2,-0.7,-8,2.1,15,13.9,-9,-15.9,-8.7,39.4,19.6,-6.7,-8.6,9.7
Dec-89,-2.1,15.1,20,-18.3,-10.3,-10.6,19.9,-5.5,-4.7,-3.9,-0.9,7.8,7.1,-12.8,-12.4,-4.2,40.1,8.1,2.3,-16.8,6.6
Jan-90,-7.5,6.1,17,-22.5,-14.5,-15.4,21.3,1.9,-8.7,-5.8,9.7,14.3,13.3,-13.5,-18.1,-15.4,38.4,27.9,-4.2,-19.6,0.5
Feb-90,-22,-8.6,11.3,-30.1,-15.2,-11.1,22.1,3.7,0.4,-10.6,-0.2,1.7,5.6,-17.4,-23.6,-16.1,24.2,6.7,-7.7,-12.1,-5.6
Mar-90,-21.8,-13.8,-2.6,-23.4,-15.8,-13.7,27,4.3,-16.1,-12.3,13,21.1,20.7,-2.6,-17,-17.6,43.7,24.1,-7,-10.5,-10
Apr-90,-9,0.7,12.1,-28.4,-25.3,-11,29.3,6.3,-9.9,-17.1,13.5,22.5,24.2,-9.9,-16.9,-14,47.3,32.9,-8,-11,1.6
May-90,-16.5,-13,1,-20.6,-11.8,-1.4,26.7,5.6,-14.5,-14.6,13.8,21.2,21.3,-6,-19.6,-7.3,44.2,25.4,-7.8,-7.3,4.6
Jun-90,-8.6,-3.5,2.7,-21.6,-8.6,-14.1,5.9,-1,-15.2,-15.7,18.5,25.7,23.9,-0.2,-23.9,-3.4,42,31.1,-15.9,-7.4,7.9
Jul-90,-18.1,-6.3,5.5,-19.8,-19,-12.7,26.6,-7.5,-16.1,-24.2,5,6.5,3.2,-15.6,-22.5,-21.3,29.4,12.7,-25,-16.2,3.8
Aug-90,-18.1,-17.9,-2.9,-31.1,-16.7,-9.7,16.3,2,-19.4,-18.4,1.7,7.6,8.5,-12.4,-17,-25.4,38.9,17.7,-8.5,-4.1,4.3
Sep-90,-43.4,-30,-12.3,-44.9,-22.7,-10.9,41.9,1.2,-22.5,-21.4,-17.6,-6.3,-1.7,-27.7,-31.5,-14.4,63.7,22.9,-27.8,-18,-10.4
Oct-90,-48.2,-30.3,-26,-35.3,-20.4,-15.1,42,4.9,-20.2,-29.1,-10.9,-7,-6.2,-19.9,-21.6,-29.1,45,20.9,-26.3,-24.4,0.6
Nov-90,-27.1,-19.8,-7.7,-26.5,-22.3,-19.9,39,6.4,-26.3,-26.3,6.7,9.6,7.8,-13.2,-17.7,-30.7,54.7,24.4,-22.9,-11,-2.1
Dec-90,-37.1,-23.7,-11.4,-25.8,-27.7,-0.1,39.1,-4,-21.6,-27.2,11.8,9.9,7.5,-16.2,-17.4,-26.9,54.2,18.9,-27.5,-17.3,4.8
Jan-91,-32,-20.3,-10.7,-25.6,-19.7,-8.8,14.5,-6.9,-21.1,-27.7,-11.1,2.3,1.4,-21.8,-15.3,-16,28.9,12.1,-19.4,-8.4,-8.7
Feb-91,-22,-15.4,-7.6,-26.1,-17.8,-20.3,8.9,-8.6,-21.6,-26.6,26.6,30.2,35,0.4,-11.3,-14.7,37.4,24.6,-10.3,-0.9,9
Mar-91,-11.6,-2,-3.6,-20,-14.5,-20.7,7,-10.8,-18.6,-25.1,39.8,34.1,38,-1.1,-6.3,-12.6,33,19.8,1.9,1.1,10.6
Apr-91,-6.5,-0.2,4.4,-20,-16.2,-1.3,11.6,-16.7,-24.5,-19,40.6,41.3,34.1,6.7,-0.1,-3,38.8,22.9,7.6,8.1,25.5
May-91,3.9,10.1,6.2,-11.7,-8.7,-19.8,0,-18,-11.2,-10.5,51.9,49.9,48.1,12.5,1.3,-20.3,38.3,14,6.1,15.5,16.5
Jun-91,13,11.4,7.7,-7.2,-6.2,-9.3,4.2,-11.4,-9.1,-5.2,59,54.4,45,20.8,10.4,-9.2,30.9,25.2,15.5,21.7,25.3
Jul-91,19.9,16.2,19.2,-1.5,0.4,-30.7,5.2,-7.6,-13.5,-2.2,63.2,61.9,52.3,21.4,9.7,-2.9,49.5,31,23.7,18.7,27.4
Aug-91,27,29.8,20.5,1.6,-0.5,-20.4,9.2,-8.3,-8.3,-2.1,66.7,61.6,58.5,23.3,9.5,-2.5,46.2,35,17.2,12.9,18.3
Sep-91,20,14.6,17.5,6.9,-0.2,-28.5,8,-2.8,0.9,-1.2,71.7,67.8,61.2,30.5,6.2,-1.1,40.7,31.2,21.2,21.3,15.1
Oct-91,9.5,4.3,11.6,-10.4,-6.8,-21.9,13.8,-2.8,-11.5,1,71.5,70.4,62.5,24.6,4.1,-4.6,49.8,29,5.7,18.1,20.8
Nov-91,1.3,0.5,-7.7,-6.3,-2.4,-11.7,7.6,-7.6,-9.3,-5.9,64.6,54.9,52.2,22.1,-4.2,-5.7,41.6,32.7,21.7,19.1,13.9
Dec-91,-18.7,-11.2,-3.5,-14.9,-3.7,-17.4,9.6,-1.4,-21.2,-21.8,65.4,57.4,55.6,26.8,-5.2,-5,32.8,22.9,15.9,22,18.1
Jan-92,-2.2,-4.5,16.3,-22.1,-16.5,-4.7,-2.4,-17.9,-7.9,-11.8,52.1,48.2,44.1,22.4,0,-10.2,31.4,19.4,3.3,21.3,22.8
Feb-92,0.6,12.4,6.1,-7.5,-8.9,-13.6,5,-16,-19.9,-9.1,57.2,49,42.6,18.5,0,-2.8,34.2,20.3,13.2,17,27.2
Mar-92,15,9.8,12.9,5.1,-1.4,-2.8,13.2,-5.1,-5,-9.1,46.8,47.3,45.3,19.5,4.4,-11.1,36.5,19.6,6.2,19.6,22.7
Apr-92,20.1,20.2,18,-1.3,-0.8,-11.1,8.9,-2.3,-6.1,2.4,56,53.4,49.7,23,2.4,-11.2,35.2,22.7,14.6,21.1,20.2
May-92,17,11.3,10.8,-5.6,-7.9,-0.1,16.8,0.2,-4.6,-6.1,56.3,57.3,54.8,18.4,3.4,-4.8,33.5,20.8,20.6,17.6,15.9
Jun-92,15,14.7,18.9,-10.7,0,2.7,13.1,2.2,7.7,0.9,66.4,55,59.3,20.8,1.9,-2.2,38.9,20.2,28.4,26.6,32.7
Jul-92,27.8,20,16.3,-5.9,1,7.6,10.2,-2.4,3.4,2.4,52.7,51.4,50.5,12.3,-8.4,4.8,30,20.5,16.3,25.3,20
Aug-92,16.7,19.2,22.7,-0.6,-0.9,2.2,14.4,0.5,-0.5,6.7,54.6,48.9,52,20.9,-1.6,-4.9,32.9,17.5,4.8,26.8,23.8
Sep-92,21,22.7,20.8,-1.8,-6,0.8,7.6,-2.7,0.2,3.7,56.8,56.4,58.1,22.6,11.2,-7.2,36.4,33.4,23.3,29.2,26.9
Oct-92,-4.9,0.5,3.9,-5.2,-5.8,-4.4,3.2,-6.3,-10,-3.5,55.5,54.1,50.4,21.3,1,-6.2,43.2,27.2,14.4,19.6,24.2
Nov-92,18.2,21.4,26.6,-4.5,-0.3,-10.6,0.3,-8.5,-8.4,-2.2,60.5,59.6,58.4,23.2,9.8,-5.5,35.6,23.6,13.4,24,14.8
Dec-92,25.4,19.7,25,-6.2,-5.7,-17.1,4.2,-4.5,0.1,-0.1,53,50.9,52.2,14.2,6.1,0.8,41.1,26.5,9.6,16.4,21
Jan-93,31.1,28.7,30.4,16.2,3.3,-19.6,6.6,4,0,11.2,54.7,52.4,49.7,18.8,10.8,-2.1,46,27.1,13.6,24.2,22.7
Feb-93,34.3,29.7,35.3,14.2,6.9,-11.8,19.1,1.8,3.6,4.7,63.9,49.3,49.9,15.2,10.4,-5.3,45.8,30.2,8.6,22.5,20.9
Mar-93,16.2,14.4,15.4,0,-3.7,-8.3,14.3,1.4,-5.5,3.4,47.3,46.4,42.6,20.8,-1.3,-6.2,41.5,27.2,1.6,20.2,27.1
Apr-93,23.3,19.8,19.1,7.1,-0.6,1.3,14.5,6.4,-2.9,4.1,40.1,35.5,40.5,-0.8,-7.8,-13.7,43.9,27.5,3.9,11.7,21.4
May-93,14.8,14.3,18.6,-1.2,-3.4,-11.8,17.7,1.5,2.7,0.1,28.4,23.9,21.4,0.3,-2.3,-15.7,46.1,25.8,-4.3,4.5,18.4
Jun-93,3.5,6.4,11.6,-3.2,-10.7,-9.4,15.1,-1.9,-8.9,-7.2,32.1,29.3,27.2,5.4,-8.6,-21,47.6,14.2,-5.3,-2.2,11.5
Jul-93,-3.2,3.3,9,-3.1,-8.2,-3.3,17.7,-0.5,-12.3,-5.7,38.4,36.4,40.5,8,-5.2,-16.8,40.4,15.7,-6.2,-1,-4.1
