DATE,GAC,NOC,SHC,UOC,DTC,IVC,PPC,PRC,NEC,AWC,GAF,NOF,SHF,UOF,DTF,IVF,PPF,PRF,NEF,AWF,CEF
Aug-13,8.2,8.9,2.8,-1,-7.1,-9.9,17.8,12.8,7.3,-1.3,38.5,38.8,38.8,10,2.1,6.2,34.1,23.4,22.5,12.7,19.6
Sep-13,20.6,19.3,18.6,2.4,-3,-2,22.3,11.8,6,9.8,48.8,51.5,48.1,13.7,4.6,8.8,37.3,27.2,22.4,13.3,25.4
Oct-13,13.5,23.1,17,4.3,5,3.3,17.9,9.2,13.9,7.9,55.4,61.2,51.8,16.6,-2.4,5.8,41.5,33.7,26.2,9.6,24.7
Nov-13,4.6,8.8,5.5,-6.8,-1.1,9.4,23.5,6.7,-0.7,-10.7,42,46,40.7,12.6,2.2,0.8,40.7,36.2,24,16,18.5
Dec-13,3.8,12,9.3,-4.8,-8.2,10.2,17.5,9.2,4.4,1,41.1,44.6,39.5,12.3,2.5,-1.3,39.9,28.1,20.6,8.2,14.4
Jan-14,15.2,7.9,12.8,0.9,-0.9,-11.6,20,8.4,10.7,-0.6,38,40.8,37.1,14.4,-3.5,0.4,37.5,13.6,21.3,7,21.2
Feb-14,2.3,4.7,-5.8,-0.6,0.2,0.1,16.4,10.3,6.5,-3.4,43.9,39.5,41.8,12.5,1.1,7.3,28.7,19.8,19.1,1.8,21.5
Mar-14,12.5,6.5,11.8,3.1,-1.1,-4.8,21.3,6.8,3.6,3.9,42.4,38.7,46.2,5.6,5.3,13.8,33.1,20.3,31.3,5.4,26.3
Apr-14,17,17.3,25,4.5,-7.6,0.4,20.8,10,7.8,7.7,39.3,38.6,41.1,6.8,6.7,13.2,39.9,21.5,20.7,3.3,25.2
May-14,18.5,14.8,19.4,1.7,-2.3,-0.9,26.6,17,8.1,7.5,43.8,42.5,44.6,13.9,2.7,17,39.2,29.8,26.6,8.9,24.1
Jun-14,14.1,10.4,15.7,8.7,5.4,-3.8,25.7,9.3,12.9,7.2,53.3,55.3,47.7,20.5,-4.2,25.3,42.3,30,28.7,14.7,28.2
Jul-14,21.4,28.7,26.6,6.4,7.9,8.8,30.7,14.2,12.4,8.2,53.6,48.8,53.1,10.3,1.1,7.6,36.5,21.7,27.6,11.8,19.7
Aug-14,22.9,15.4,14.5,-4.5,2.3,7.4,21.9,6.2,11.9,9.3,61.9,51.3,57.8,20.9,8.3,8,44.9,28.4,21.6,12.8,16.5
Sep-14,21.7,13.8,16.8,3.1,1.6,5.8,21.7,7.8,16.1,1.6,46.1,44.8,50.9,15.4,3.2,6.5,39.1,25.7,30.9,6.3,21.6
Oct-14,18.1,16.8,16.9,8.5,-0.2,12.1,24.4,17.4,11,-0.7,50.8,49,50.1,11.2,12.8,5.4,30.8,20.7,26.3,16,19.5
Nov-14,35.5,29.7,29.9,3.9,2.9,5,14.4,8.9,18.3,5.9,50.1,44.3,47.2,16.8,5.7,7.8,32.3,18,28.5,11.7,23.2
Dec-14,21.6,14.5,12.3,3.9,-1.2,3.2,16,12.3,6.7,0.7,47.2,43.9,44,17,4.7,7.9,24.9,19.6,25.1,17,23.5
Jan-15,13.2,10.1,-5.3,-4.1,-7.5,2.1,11.8,2.1,-0.1,-4.3,54,47,44.7,13,10.2,7.7,30.7,20.8,26,14,17.8
Feb-15,10.5,8.4,9.4,8.6,-3,13.5,6,3.4,5.8,-2.8,35,46.1,42.4,14,1.3,3.3,34.3,22.5,26.7,14.9,23.1
Mar-15,7.3,0.8,-3.1,-14.5,-12,-0.4,1.5,-5.6,3.5,-8.8,37.7,37.8,37.1,12.3,4.1,4.3,29.2,9.2,17.8,-1.3,11
Apr-15,9.9,4.5,4.7,-3.5,4.3,4.1,0.5,-3.5,11.4,5.9,39.7,33.6,39.4,17.5,0.9,0.3,22.1,14.5,22.3,6.1,15.8
May-15,6.1,5.4,3.7,0.9,-1.5,-1.6,-14.1,-7.7,5.7,-2.5,38.1,35.1,35.3,13.8,4.9,0.9,24.2,20.7,22.7,9.8,16
Jun-15,8.2,11.2,12,-0.4,-6.2,1.5,9.2,-0.3,5.9,3.6,43.4,47.5,56.3,22.7,16.3,5.6,39.1,12.4,22,21.8,10.6
Jul-15,4.4,2.3,-0.1,-8.2,-5.3,-6.2,17.8,0.8,-0.2,0.2,40.2,45.4,49.3,29.6,7,-0.1,33.8,16.2,21.5,12.1,9.6
Aug-15,5.8,6.6,11.3,-1.7,-2.2,-1.2,3.8,-3.2,8.9,6.6,34.9,39.2,27.7,20.4,2.3,11.1,35,8.9,21.2,-3.1,16.6
Sep-15,-3.8,10.5,10.5,-7.4,-1,-1.4,-2.8,-5.2,6.7,3.7,36.8,41.7,39,11.8,-0.2,0.9,25.6,4.6,15.3,3.8,26.2
Oct-15,-4.9,-6.4,-4.2,-11.7,-4.5,-13.5,-0.4,-0.4,-2.5,-5.7,34.8,36.4,34.8,7.6,-1.2,-8.3,17.1,7.5,11.1,1.3,5.8
Nov-15,-3.8,-7.6,-2.7,-2.3,-3.2,-9.4,-6.9,-1.5,-0.2,-17.7,37.5,44.3,40.1,14.6,0,-4.1,22.6,9.3,25.4,16.4,25.7
Dec-15,-9,-8.9,0.4,-16.7,-7.3,-3.4,-7.7,-4.5,1.9,1.3,18.6,29.7,31.3,5.8,-3.1,-5.9,23.3,13,6.2,-1.5,9
Jan-16,-4,-3,5.1,-9.4,-6.9,-16.4,-1.7,-3.9,-2.4,-2.7,18.3,21.3,21.5,1.2,-6.1,-1.2,19.8,11.6,4.4,1.4,10.6
Feb-16,-6.8,-6,4.7,-13.2,-15.2,-15.7,-2.9,-3.6,-5.1,-13,15.8,20,18.8,-1.7,-10.7,-9.1,12.7,4.7,-0.3,-11.8,4.8
Mar-16,9,5.5,14.4,-7.7,-3,-16.2,-0.9,1.3,-3.6,1.8,26.9,35.6,33.1,9.7,-3.6,-9.4,22.4,13.5,6.2,6.2,11.3
Apr-16,-1,-0.5,-7.3,-5.6,-11.1,-21.3,11.5,3.7,-20,-16,39.9,43.6,40.5,11.3,-0.7,-1.5,38.5,23.1,12.4,11.1,11.5
May-16,-4.8,-1.7,-3.7,-8,-11.8,-3.8,13.5,10.4,-6.3,-16.2,39.7,40.3,38.9,13.5,-2.8,-5.9,25.7,15.1,13.1,15,22.2
Jun-16,4.4,-0.9,0.4,-12,-8.7,-11.6,20.3,2,-10.4,-13.6,36.6,37.6,36.6,4.9,4.2,-3.9,36.5,18.3,13.2,13.5,9.9
Jul-16,0.9,10.1,7.6,2.5,1.6,-7.4,13.4,2.2,1.4,-1.5,36,35.2,35.4,15.8,1.3,-0.2,28.6,22.7,17.1,13,13.8
Aug-16,5.4,-1.5,8.3,-13.1,-3.4,-8.6,20.5,7.1,-14.5,-9.4,41.9,42.8,44.8,4,0,-4.6,32,13.8,15.4,17.6,18.5
Sep-16,12.1,2.8,-7.9,-11.6,-8.3,-23.9,20.5,9.9,-3.2,-8.4,37,38.3,32.8,9.4,6.2,6.1,41,31.6,24,10,10.3
Oct-16,10.5,19.4,16.3,-0.8,0.4,-9.1,10.5,-0.9,-4.7,-2.6,36.2,40.2,40.5,13.6,7.1,9.6,40.3,26.6,24,14,20.3
Nov-16,9.4,19.4,20.1,6.2,5.6,14.2,27.5,19.5,-4.7,5.8,29.8,35.1,29.3,7.5,3.7,1.8,37,28.3,11.1,9.1,20.4
Dec-16,22.6,15.5,24.5,5.8,6,3.5,29.6,11.1,5.4,11.1,45.5,44.8,45.4,15.9,14,15.8,42.9,27.7,26,16.2,31.4
Jan-17,24.8,24.9,23.5,10.6,6.7,10.6,32.4,24.4,14.3,8.9,54.7,52.3,53.7,24.8,13.2,12.6,49.1,28.2,34.9,20.2,22.5
Feb-17,39.7,35.1,31.5,9.1,4.6,-2.6,30.5,11.9,10.1,13.8,50.3,49.2,47,17.2,9.6,12.1,47.1,24.9,26.4,18.3,22.6
Mar-17,32,31.4,29.5,11.4,4.4,6.5,40.5,18.7,15.9,16.5,56.4,59.1,54.8,14.6,7.5,19.3,52.5,37.7,37.5,18.9,33
Apr-17,23.7,28.5,25.3,9.9,9.9,14.9,30.6,13.7,16.4,16,46.2,55.5,46,20,4.8,14,38.8,30.5,36.5,15.9,35.3
May-17,34.3,25.2,33.6,8.9,6.8,3.4,24.5,13.1,14.1,18,40.2,49.5,41.7,13.8,6.1,12.9,43.9,26.8,30.1,3.4,34.6
Jun-17,28.2,27.3,26.3,14.7,11.8,4.6,23.4,18.9,14.7,17,38.3,39.6,41.3,9.4,2.1,19.6,43.7,30.1,31.6,11.4,29.1
Jul-17,20.4,5.3,17.6,9.4,7.7,-0.6,20.2,10,13.3,7.2,38.5,44.6,34.2,15.6,2.9,24.6,48.6,30.2,31.5,7.9,39.5
Aug-17,20.7,22.9,29.7,12.2,11.5,-5.4,23.5,13.7,14.1,18.6,42.4,50.2,42.6,16.1,7.9,25.8,37.6,37.9,35.1,16.2,39.6
Sep-17,24,26.7,27.5,12.6,12.5,0.8,33.8,23.4,10,12.9,54.1,58.6,56.1,13.1,2.8,19.2,47.7,32.1,31.8,18,39.7
Oct-17,27.2,21,24.8,10.6,23,7.2,40.2,15.7,28.3,17.6,46.4,43.6,45.4,18.2,4.6,11.3,58.4,39.4,38,16.3,39.7
Nov-17,23.1,26.5,25.1,20.6,17.1,-6.4,38.9,12.4,22,16.8,47.9,49.1,44.9,17.9,5.5,22.7,52.5,41.6,37.1,16.1,38.6
Dec-17,29.3,29.3,26.4,11.9,11.4,0.7,26.2,14.7,19.5,15.7,50,54.6,50.2,10.1,-1.2,29.5,53.2,38.3,34.7,17.8,36.5
Jan-18,23,9.6,30.3,-1.2,6.6,9.1,34.1,23.7,20,16.8,45.4,48.2,49.1,10.7,4.2,13.7,56.2,45.3,33.5,10.8,37
Feb-18,30.7,29.5,22,13.8,4.5,1.6,46.5,23.7,25,15.4,40.1,49.7,49.5,16.8,16.1,24.8,64.6,49.5,40.1,16,38.1
Mar-18,23.8,30.3,28.4,18.8,13.2,12.2,43.7,20.8,26.3,11.9,46.8,50.2,48.3,9.2,9.7,17.8,61.2,49.6,37.4,18.2,35.8
Apr-18,25.3,22.2,25.3,11.1,19,10.8,53.5,28.1,26.8,20.7,43,41.1,50.1,8.7,7.4,17,70.4,49.2,35.9,15.1,30.1
May-18,32.2,41.3,22.9,14.5,17.7,10.1,50.8,33.6,27.8,32.7,41.5,43.7,47.9,11,5.5,18.8,61.8,36.7,42.6,12,22.9
Jun-18,21.7,21.2,27.8,-0.9,7.6,9.6,51,33.4,29.1,22.3,38.3,41.2,37.5,19.4,1.8,16.6,64.3,56.8,34.3,15.2,35.3
Jul-18,20.8,24.9,20.5,9.4,9.4,11.7,59.1,36,16.5,13.2,26.8,29.8,39.1,6.3,-0.4,8.6,60.7,50.4,30,18.1,31.1
Aug-18,10.1,12.1,18,6.1,7.9,12.7,57,32.3,16.6,10.9,36.8,36.8,38.9,11.2,2.9,2.7,60.4,59.1,32.7,16.6,29.1
Sep-18,21.3,18.5,19.9,9.3,10.1,-1.7,39.5,21.3,19.9,13.8,36,35.9,36.2,10.1,4.3,-0.4,49.6,42.5,31.2,12.9,27.5
Oct-18,20.5,15.5,22.9,-4.6,3.9,0.5,40.5,25.6,15.4,19.5,31.9,39,35.1,3.6,-2.2,10.3,54.6,51.1,30.2,15.5,25.5
Nov-18,10.6,12.2,23,0,7.2,8.6,41.7,25.3,16.1,9.1,26.4,39.1,35.7,9.7,1.4,6.3,57.8,57.2,32.1,16,36.8
Dec-18,10.9,14.8,12.4,7.9,7.1,1.7,36.3,28.3,18.2,4.4,29.1,36.3,34.3,8.9,4.5,1.5,56.7,44,32.7,8.8,33.1
Jan-19,14.8,16.7,14.3,4.7,12.7,-4.8,32.2,24.8,11.5,7,29.7,31.8,34.6,1.4,-0.3,6.3,41.5,34.9,32.5,14.1,32
Feb-19,-0.7,1.5,-2.2,7,10.7,3.8,23.8,26.5,16.1,4.8,29,30.5,38.8,10,-1.5,2.9,41.1,30.8,25.7,7.7,30.7
Mar-19,14.9,6.4,20.4,5.3,8.9,16,21.7,24.5,11.6,10.1,23.1,24.2,25,10.8,-5.4,-6.9,48.1,32.6,25.1,8.6,20.6
Apr-19,11,16,18.2,3.6,-3.7,3.5,22.2,20.2,15.1,10.7,22.2,27,27.4,4.4,1.9,-6.5,32.7,28.1,16.7,4.1,31
May-19,17.5,14.2,23.8,3.1,4.6,-0.5,23,17.6,17.9,12.3,22.3,24.8,30.7,-8.7,3.3,1.6,42,38.7,27.3,9.3,24
Jun-19,1.5,8,17,9,13.4,2.7,13.7,2.7,16.4,8,24.2,33.7,39.3,2.6,1.7,-0.3,32.9,26.6,26.9,11.5,27.6
Jul-19,16.6,18.4,20.4,4.1,13.5,6.9,16.4,11.2,27.6,21.1,33.6,41.6,41.3,8.3,4.5,1.6,36.1,33.5,25.1,8.4,36.8
Aug-19,13.1,21.6,18.1,9.5,9.8,6.9,14.7,13.5,5.9,5.7,31.8,42,42.4,7.4,0.8,8.4,38.9,28.7,25,9.8,23.3
Sep-19,12.2,22.5,24.2,15.3,11.3,19.4,29.7,19.7,17.5,11.6,23.1,34.4,39.8,8.3,1.7,6,44.9,33.8,29.6,7.2,26
Oct-19,6.8,22.5,19.3,14.5,9.3,5.4,15,15.4,27.1,10.6,32.6,37.3,41,12,0.5,2.7,34.8,29.8,22.6,12.2,34.4
Nov-19,8.4,10.1,13.4,8.2,9.7,-3.5,8.5,12,19.7,6.8,34.4,37.3,39,11.2,5.5,5.8,40.2,36.1,24,13.9,21.5
Dec-19,2.4,11.1,15.7,8.6,12.5,5,15.9,11,16.8,8.5,34.8,33.6,38.7,12.5,-1.3,6,46,45.1,27.4,17.5,26
Jan-20,17,18.2,23.4,-3.7,-0.4,-2.3,22.1,14.7,19.3,5.2,38.4,41.9,42.4,17.9,2.7,10.1,41.9,34,24.3,13.2,32.9
Feb-20,36.7,33.6,25.2,7.4,2.7,11.8,16.4,17.1,9.8,10.3,45.4,54,51.9,17.6,9.3,10.2,32.2,37.9,24,26.8,29.8
Mar-20,-12.7,-15.5,0.2,-7.4,-9.1,1.7,4.8,6.8,4.1,0.5,35.2,36.7,41.8,15,10.7,16.9,18.5,21.5,29.8,14.5,12
Apr-20,-56.6,-70.9,-74.1,-13.5,4.1,-10.2,-9.3,-10.6,-46.7,-54.5,43,36.5,46,17,1.4,13.7,25.5,16.9,26.6,26,12.4
May-20,-43.1,-25.7,-30.3,-13.7,-6.7,11.7,3.2,-3.1,-15.3,-7.1,49.7,54.7,46,6,5.1,-1.4,21.2,15.6,16.2,19.6,15.2
Jun-20,27.5,16.7,25.3,-0.1,0.4,0,11.1,11,-4.3,-6.5,66.3,67.9,65,31.5,18.5,2.9,44.3,28.9,29.6,25.9,26.3
Jul-20,24.1,23,15.3,3.9,-6.4,-11.8,15.7,11.5,20.1,17.2,36,55.6,51.3,22,10.5,8.9,43,24.7,32.4,27.3,26.6
Aug-20,17.2,19,9.4,-0.6,7.3,-1.9,15.3,12.4,9,11.3,38.8,55.1,46.9,18,7.3,6.1,37.7,30.2,29.5,19.1,23
Sep-20,15,25.5,36.6,0.4,12.2,-10.8,25.1,18.4,15.7,7.8,56.6,56.9,47.9,24,7.2,11.4,57.7,42.4,42.7,30.3,31
Oct-20,32.3,42.6,46.5,8.3,20.5,-2.5,28.5,14,12.7,25.3,62.7,51.6,51.7,16.2,1.9,16.2,42.3,41,45.7,19.8,36.5
Nov-20,26.3,37.9,24.9,22.2,18,1.8,38.9,25.4,27.2,25.7,44.3,48.1,43.1,13.2,4.7,20.3,49.4,37.2,36.2,20.9,25.5
Dec-20,11.1,2.3,14.4,1.4,18.5,10.3,27.1,18,8.5,18,39.2,41.5,45.3,13.3,7.7,7.4,46.6,35.5,41,17,23.8
Jan-21,30.1,24.2,24.2,22.4,29.4,11.5,47.4,36.3,25.3,21,51.3,44.6,43.4,11.9,6.5,12.9,44.1,36,38.3,10.9,36.5
Feb-21,28.7,25.7,28,13.9,16.1,21.7,55.2,18.2,24.9,30.4,40,38.1,36,6.5,0.3,11.4,51.8,41.8,33.4,11.9,27
Mar-21,44.5,38.2,22,19.3,28.2,14.4,72.6,30.2,27.4,36.4,59.1,48.2,53.4,10,16.4,24.3,63.4,46.9,46.5,11.4,33.8
Apr-21,50.2,36,25.3,27.2,27.8,17.3,69.1,34.5,30.8,29.8,66.6,59.5,63,4.9,3.5,21.7,71.5,63.6,55.7,22,36.7
May-21,31.5,32.5,21,40.4,41.5,25.6,76.8,41,19.3,35.5,52.7,50.3,57.4,15.9,-4,16.9,66.7,58.4,52.1,23.1,37.4
Jun-21,30.7,22.2,27.2,22.5,29.3,17.9,80.7,49.7,30.7,20.1,69.2,68.4,71.9,19.2,20.6,9.8,71.1,67.8,54,21.6,40.4
Jul-21,21.9,17,24.6,19,33.3,-4,69.7,46.8,29.2,18.4,48.6,45.3,65.6,6.7,-10.4,12.6,63,56.5,56.6,27,41.2
Aug-21,19.4,22.8,18.9,7,26.3,-18.1,71.2,53.9,32.6,24.5,33.7,38,40.8,4.2,1.8,20.1,54.6,70.1,42.7,20.8,33.7
