time,open,high,low,close,OB Long Retest,OB Short Retest,OB Reclaim,OB Reject,MTF OB Long Retest,MTF OB Short Retest,MTF OB Reclaim,MTF OB Reject,MTF OB,MTF OB,MTF OB,MTF OB,MTF OB,MTF OB,MTF OB,MTF OB,OB,OB,OB,OB,OB,OB,OB,OB,Bullish Power Candle,Bearish Power Candle,PC,PC,PC,PC,OB Long Retest,OB Short Retest,OB Reclaim,OB Reject,MTF OB Long Retest,MTF OB Short Retest,MTF OB Reclaim,MTF OB Reject,Bull PC Long,Bear PC Short,Bull PC Reclaim,Bear PC Reject,0.382 Fib Retest,0.500 Fib Retest,0.618 Fib Retest,0.786 Fib Retest,1.272 Fib Reached,1.618 Fib Reached,Basis,Upper,Lower,111DMA,350DMAx2,Pi Script,Mewnie VWMA,Mewnie Close,Golden Cross,Death Cross,VWMA,Small Sell,Small Buy,Long Stop Loss,Short Stop Loss,MA 20,MA 50,MA 100,MA 200,EMA 20,EMA 50,EMA 100,EMA 200,EMA 10,EMA 20,Tenkan-Sen (9 Period),Kinjun-Sen (26 Period),Chinkou Span (Lagging Line),Senkou Span A (26 Period) Cloud,Senkou Span B (52 Period) Cloud,Senkou Span A (26 Period) Above Span B Cloud,Senkou Span B (52 Period) Below Span A Cloud,Senkou Span A (26 Period) Below Span B Cloud,Senkou Span B (52 Period) Above Span A Cloud,Bullish TK Cross Arrow,Bearish TK Cross  Arrow,Moon Finder Launch,Moon Finder Sell,20MA Heatmap,50MA Heatmap,100MA Heatmap,200MA Heatmap,MA,MA,ParabolicSAR,EMA,EMA,Conversion Line,Base Line,Lagging Span,Lead 1,Lead 2,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,Bollinger Bands %B,%R,RSI,RSI Prime,RSI SMA Fast,RSI SMA Slow,Bollinger Bands %B,MF
-1478079000,104.23,105.38,102.36,102.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,83.83540209977505,114.71459790022496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,73.74005,90.10079999999999,96.1208,91.41018884600457,101.98856189656973,98.705,84.64,120.01,86.9075,92.785,NaN,NaN,NaN,NaN,NaN,0.8047652383398887,-11.012658227848105,64.2112070358049,46.05485472940642,62.37643989273124,52.17518063397608,63.44336440527132,NaN
-1475314200,101.51,102.7,98.38,98.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,98.38,NaN,84.17644480693399,114.37355519306603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,73.9041,90.37219999999999,97.71,91.92647115370794,101.89013809041498,98.705,84.64,129.95,86.9075,92.785,NaN,NaN,NaN,NaN,NaN,0.6868088493323671,-34.91271820448878,57.94823064414354,46.84674645630413,61.74973022049247,51.87593622897904,51.19120023240755,NaN
-1472812200,97.4,98.19,92.77,97.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,87.07741303501012,114.25258696498989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,74.05225,90.54579999999999,105.38,92.34154736454438,99.10383991393037,98.705,84.64,131.01,85.7675,92.785,NaN,NaN,NaN,NaN,NaN,0.6471601073224569,-48.818407960198975,56.7931690792004,47.36525188986833,60.685140809506784,51.634720832638756,46.58400970093349,NaN
-1470133800,95.36,97.24,88.4,88.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,87.01545496108083,114.31454503891918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,74.17815,90.45619999999997,105.1278,92.04958089309665,97.07882007562252,96.89,84.64,133.81,85.7675,92.785,NaN,NaN,NaN,NaN,NaN,0.329584844031497,-100,46.15194683467404,47.80398725673035,58.989853657201884,51.05937392948793,18.127130434290752,NaN
-1467455400,88.95,91.72,86.91,86.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,77.42506532100363,114.87493467899638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,74.27805,90.08439999999997,104.458688,91.6688711973117,92.68917602001407,96.145,84.64,141.18,83.7875,92.26,NaN,NaN,NaN,NaN,NaN,0.23164516822719564,-100,44.680601568061114,48.045482309934854,57.27946623373998,50.36357095740061,15.852035747255421,NaN
-1464863400,87.96,93.7,87.96,93.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,76.03184636950336,113.64815363049664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,74.4049,89.81399999999998,103.40576671999999,91.80154740491824,91.57313980984651,96.145,84.64,143.46,83.725,92.26,NaN,NaN,NaN,NaN,NaN,0.45668393898534526,-64.53708716838118,51.934881394768674,49.15110497983285,56.59368027400134,50.226918350083714,33.54831563685744,NaN
-1462012200,92.25,93.61,87.94,87.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,75.83885734311026,109.45114265688973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,74.5008,89.43019999999999,102.41602071679999,91.517729078628,90.61562690251523,96.145,84.64,155.65,81.86250000000001,91.76,NaN,NaN,NaN,NaN,NaN,0.1651322249394162,-94.26096372495938,46.43811629694778,50.086631854361926,54.932403154453276,49.9165512064332,21.799900666905433,NaN
-1459589400,88.06,90.45,85.91,88.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,75.81965324717382,108.62034675282618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,74.60699999999999,89.10579999999999,101.485659473792,91.29641581354444,89.00977884106739,95.645,86.10499999999999,151.08,81.86250000000001,91.76,NaN,NaN,NaN,NaN,NaN,0.1693029862767239,-86.54340010272212,47.05369565927927,50.235983619284994,53.45842119761289,49.685357612700045,25.89272265476502,NaN
-1456911000,88.41,92.88,88.41,92.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,75.96324944380426,104.40675055619573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,74.72425,88.72419999999997,100.23960671588864,91.37371834587448,89.88702048289862,95.645,87.41999999999999,156.66,81.86250000000001,91.76,NaN,NaN,NaN,NaN,NaN,0.3529962633635135,-66.97483307652794,51.165885522734804,50.428637866633494,51.819748226179364,49.78151690895533,36.25393125502016,NaN
-1454146200,92.64,95.61,92.64,95.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,95.52,76.10658876924681,104.26341123075318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,74.86019999999999,88.25619999999998,99.09323817861755,91.68085032025415,92.27736945159566,94.305,89.41,157.35,81.86250000000001,91.76,NaN,NaN,NaN,NaN,NaN,0.5129945385042366,-50.642013353877765,54.352580978521644,50.48300425234507,50.72434533092567,49.77028879905084,43.95550460215149,NaN
-1451640600,95.65,100.66,94.88,100.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,77.47111814287204,106.01888185712795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,75.03144999999999,88.19499999999996,85.91,92.34597251875384,94.81919772209699,93.285,91.75,154.68,82.23,91.76,NaN,NaN,NaN,NaN,NaN,0.7681170203064197,-24.24242424242424,59.008753383880716,50.90732187760513,50.84218119089647,50.00228464151221,54.854975675311465,NaN
-1448962200,100.7,101.31,96.33,97.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,77.39532398980975,111.23467601019024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,75.18969999999999,87.99479999999996,86.205,92.70701159143874,96.59498385382942,93.61,91.985,140.46,79.89999999999999,91.76,NaN,NaN,NaN,NaN,NaN,0.5775077599015895,-41.9106317411402,54.967649637533185,51.26635986820979,50.63934569737789,50.16878570446774,46.31266034049779,NaN
-1446283800,97.1,98.86,92.54,93.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,77.99922941910906,111.19077058089094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,75.36449999999999,87.77079999999998,86.8092,92.72945517725809,96.36335504478426,93.61,93.53,143.71,80.61500000000001,91.76,NaN,NaN,NaN,NaN,NaN,0.3676202503212038,-63.533641499743155,50.41704327549365,51.57016124487527,51.1132453019134,50.24946704575433,37.34817557405744,NaN
-1443778200,93.5,94.69,89.18,90.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,90.63,NaN,81.65857017488699,111.34142982511301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,75.5124,87.75979999999998,87.389232,92.57393997894268,94.29422573476721,93.61,95.35499999999999,143.43,80.625,91.76,NaN,NaN,NaN,NaN,NaN,0.2676067936066035,-75.75757575757576,47.997887840498876,51.82722394820761,51.4818326655176,50.333550011671996,33.28327836668885,NaN
-1441189800,92.12,92.47,88.33,89.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,79.92438659096648,111.36561340903351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,75.67909999999999,87.50159999999998,87.94606272,92.37587035087284,92.48962287674546,93.61,95.645,153.04,81.66499999999999,91.76,NaN,NaN,NaN,NaN,NaN,0.2534159187231324,-76.23585467540198,47.24901217188432,51.68100954715012,50.96118052964156,50.41115101739105,33.28518908315013,NaN
-1438425000,90.15,96.37,89.18,96.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,79.36764469161174,111.19235530838826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,75.87124999999999,87.5582,88.33,92.67173180636375,92.56379827770179,93.61,95.645,160.18,83.1975,91.76,NaN,NaN,NaN,NaN,NaN,0.5868194238500263,-32.077922077922054,54.08646617940928,52.33161317946547,51.810997183248396,50.688588549148214,50.186675260593866,NaN
-1435919400,96.45,102.14,96.38,102.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,102.14,79.0928129279252,108.02718707207481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,76.09634999999999,87.76479999999998,88.33,93.37308500589236,95.17136691935968,95.235,95.645,162.51,81.545,91.76,NaN,NaN,NaN,NaN,NaN,0.8463023175292069,0,59.16930990493836,53.2422587656751,53.15717654387718,51.03485547928068,62.285484840924,NaN
-1433241000,102.12,105.57,101.51,104.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,79.0404691473591,112.9995308526409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,76.35529999999999,88.03239999999998,89.15859999999999,94.17063426471515,99.82459058945307,96.94999999999999,95.74,158.19,82.86,91.76,NaN,NaN,NaN,NaN,NaN,0.9030352885103178,-7.273652085452659,60.7896480046795,53.592375842392606,54.22648348631547,51.54740572440955,66.34474612558505,NaN
-1430562600,104.95,104.95,101.07,103.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,79.23614992254774,114.80385007745227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,76.62584999999999,88.35859999999998,90.47151199999999,94.83651320806958,101.3050485214167,96.94999999999999,95.74,150.76,85.89500000000001,91.76,NaN,NaN,NaN,NaN,NaN,0.8299605764767697,-12.258392675483199,59.54275662004015,53.76786212805255,54.80316966870643,52.08380629355093,63.50357368860127,NaN
-1427967000,104.08,104.08,99.18,104.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,79.4435677852229,114.59643221477711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,76.93719999999999,88.7166,91.67939103999998,95.51973445191628,101.56824604888,96.94999999999999,95.74,156.55,86.6475,91.76,NaN,NaN,NaN,NaN,NaN,0.8683792388397157,-7.680569684638816,60.34716095042339,53.525156423677885,54.9518816205445,52.547076569966926,67.36119008800182,NaN
-1425115800,103.89,111.1,103.89,111.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,85.96045580056412,114.54954419943589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,77.28444999999999,89.27960000000002,92.79063975679999,96.67382819621878,105.40164876369383,99.715,98.505,157.2,87.77499999999999,91.76,NaN,NaN,NaN,NaN,NaN,1.0814085539046716,0,66.03586682648256,54.118675274506785,56.18168353042776,53.152946696150444,81.04915821517426,NaN
-1422696600,110.44,120.51,110.44,120.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,91.4439946719524,121.7960053280476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,77.67424999999999,89.98819999999999,94.62157578111999,98.43947055205443,110.09564159340505,104.42,103.21000000000001,156.41,88.6875,91.76,NaN,NaN,NaN,NaN,NaN,1.1965300915401762,0,71.84927064801195,55.52505627736905,58.563042127374246,53.8699228039406,86.8585379210559,NaN
-1420018200,121.25,123.6,119.46,123.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,91.7894236239558,131.88057637604422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,78.06464999999999,90.93720000000002,97.72818668738559,100.29506532597632,115.99284858965173,105.965,104.755,161.96,89.67999999999999,91.76,NaN,NaN,NaN,NaN,NaN,1.1160108464310785,-0.31187978451942006,73.40191385982943,56.45720119351322,61.385711685077645,54.55558005126969,83.17572462916014,NaN
-1417253400,120.46,122.86,117.96,122.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,92.01017907938753,134.63982092061246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,78.45469999999999,91.94300000000001,101.3502405511516,101.92061604257067,119.42371630548381,106.39,104.755,160.08,90.0375,91.76,NaN,NaN,NaN,NaN,NaN,0.9968301828585173,-3.8559682449673933,71.61756406586109,57.24593919948136,64.09332856218617,55.28471007912284,76.14598156939292,NaN
-1414834200,123.93,125.68,115,116.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,92.91659485943127,134.63340514056873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,78.79399999999998,92.75540000000001,104.46520687399038,103.01908892830618,120.32274046527043,111.03,105.795,164.64,90.6075,91.76,NaN,NaN,NaN,NaN,NaN,0.8359667757584178,-23.908969210174043,64.23219215553048,57.913332896839016,65.22063144842187,55.92244397758285,62.00557802393951,NaN
