Date,Open,High,Low,Close,Adj_Close,Volume,pct_dif_1,price_days,atr_pct,volume_pct,volume_days,ten_3mo,ten_two,thirty_five,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr,x,y,class
9/30/1998,1049.02,1049.02,1015.73,1017.01,1017.01,800100000,-0.031474617,1,0.026481549,0.100323684,3,0.07,0.14,0.75,0.12,-0.08,-0.11,-0.04,-0.03,0.15,0.06,0.73,-0.19,1.6572822,-0.7546453,1
10/1/1998,1017.01,1017.01,981.29,986.39,986.39,899700000,-0.031042488,2,0.027857643,0.229057784,4,0.1,0.16,0.8,0.13,-0.08,-0.11,-0.07,0,0.16,0.07,0.76,-0.19,1.638446,-0.7808124,1
10/2/1998,986.39,1005.45,971.69,1002.6,1002.6,902900000,0.016167963,3,0.028035607,0.22674547,1,0.09,0.14,0.77,0.15,-0.08,-0.12,-0.04,-0.05,0.15,0.08,0.74,-0.2,1.6502678,-0.7607289,1
10/5/1998,1002.6,1002.6,964.72,988.56,988.56,817500000,-0.014202476,1,0.028584507,0.10467574,1,-0.07,0.12,0.75,0.11,-0.16,-0.14,-0.02,-0.07,0.18,0.03,0.77,-0.23,1.6359556,-0.7308045,1
10/6/1998,988.56,1008.77,974.81,984.59,984.59,845700000,-0.004032135,2,0.027907048,0.135854126,2,0.06,0.14,0.7,0.19,-0.15,-0.12,0,-0.05,0.17,0.02,0.76,-0.25,1.6157979,-0.7614959,1
10/7/1998,984.59,995.66,957.15,970.68,970.68,977000000,-0.01433016,1,0.029097643,0.304124678,3,0.19,0.22,0.7,0.17,-0.09,-0.11,0.01,0,0.21,0,0.75,-0.26,1.625693,-0.77515167,1
10/8/1998,970.68,970.68,923.32,959.44,959.44,1114600000,-0.011715167,2,0.029949241,0.474976285,4,0.67,0.46,0.7,0.23,-0.01,-0.01,0.14,0.05,0.28,-0.01,0.73,-0.3,1.5078659,-0.9117131,1
10/9/1998,959.44,984.42,953.04,984.39,984.39,878100000,0.025345646,3,0.028785339,0.156899467,1,0.89,0.58,0.67,0.17,0.11,0.03,0.2,0.07,0.32,-0.01,0.73,-0.37,1.4072056,-0.974837,1
10/13/1998,997.71,1000.78,987.55,994.8,994.8,733300000,-0.002925211,1,0.028169984,-0.039061312,2,0.74,0.6,0.73,0.23,0.03,-0.12,0.2,0.04,0.37,-0.01,0.76,-0.39,1.4764432,-0.767246,1
10/14/1998,994.8,1014.42,987.8,1005.53,1005.53,791200000,0.010670989,2,0.028359671,0.033843388,3,0.56,0.5,0.77,0.18,-0.01,-0.11,0.17,-0.02,0.35,0,0.8,-0.38,1.5231075,-0.8308338,1
10/15/1998,1005.53,1053.09,1000.12,1047.49,1047.49,937600000,0.040057662,3,0.028347287,0.219886121,4,0.43,0.45,0.79,0.12,-0.02,-0.12,0.14,-0.04,0.33,0.02,0.82,-0.38,1.5714781,-0.95004284,1
10/16/1998,1047.49,1062.65,1047.49,1056.42,1056.42,1042200000,0.008453077,1,0.028344787,0.34719683,5,0.79,0.58,0.92,0.2,0.01,0,0.18,0,0.37,0.03,0.86,-0.34,1.4809346,-0.9644451,1
10/19/1998,1056.42,1065.21,1054.23,1062.39,1062.39,738600000,0.005619405,1,0.027186815,-0.046072897,1,0.53,0.57,0.92,0.05,-0.07,-0.02,0.14,0.02,0.32,0.09,0.85,-0.34,1.5001304,-0.7376966,1
10/20/1998,1062.39,1084.06,1060.61,1063.93,1063.93,958200000,0.001447464,1,0.027688852,0.228603563,2,0.62,0.59,0.92,0.09,-0.06,0,0.14,0.02,0.32,0.11,0.85,-0.36,1.5260986,-0.7633128,1
10/21/1998,1063.93,1073.61,1058.08,1069.92,1069.92,745100000,0.005598549,2,0.026555724,-0.045479672,1,0.59,0.47,0.91,0.08,-0.06,0.1,0.05,0,0.32,0.1,0.82,-0.33,1.4933282,-0.7430882,1
10/22/1998,1069.92,1080.43,1061.47,1078.48,1078.48,754900000,0.007937097,3,0.025690787,-0.035202519,2,0.64,0.46,0.94,0.14,-0.08,0.12,0.02,0.01,0.32,0.11,0.84,-0.33,1.5092863,-0.7927416,1
10/23/1998,1078.48,1078.48,1067.43,1070.67,1070.67,637640000,-0.007294498,1,0.025301447,-0.184201593,1,0.73,0.5,0.88,0.18,-0.08,0.13,0.04,0.04,0.32,0.1,0.77,-0.31,1.4094039,-0.70902157,1
10/26/1998,1070.67,1081.23,1068.17,1072.32,1072.32,609910000,0.00153872,2,0.024974821,-0.219079966,1,0.67,0.5,0.81,0.15,-0.08,0.1,0.07,0.02,0.26,0.15,0.65,-0.25,1.4683814,-0.7465896,1
10/27/1998,1072.32,1087.08,1063.06,1065.34,1065.34,764500000,-0.006551899,1,0.025494678,-0.024145952,2,0.57,0.51,0.85,0.08,-0.1,0.08,0.08,0.03,0.25,0.15,0.7,-0.25,1.5267408,-0.7615789,1
10/28/1998,1065.34,1072.79,1059.65,1068.09,1068.09,677500000,0.002574689,2,0.024485764,-0.131964464,1,0.32,0.59,0.95,-0.02,-0.19,-0.06,0.14,0.03,0.25,0.17,0.74,-0.21,1.6094375,-0.79109734,1
10/29/1998,1068.09,1086.11,1065.95,1085.93,1085.93,699400000,0.016428315,3,0.023367068,-0.100983596,2,0.22,0.54,0.96,-0.02,-0.22,-0.08,0.12,0.01,0.26,0.15,0.77,-0.22,1.6529104,-0.8415862,1
10/30/1998,1085.93,1103.78,1085.93,1098.67,1098.67,785000000,0.011595839,1,0.02237205,0.008688859,3,0.31,0.52,0.91,0.03,-0.18,-0.06,0.12,0,0.23,0.17,0.74,-0.23,1.6275091,-0.8472438,1
11/2/1998,1098.67,1114.44,1098.67,1111.6,1111.6,753800000,0.011631882,2,0.021117308,-0.031291752,1,0.23,0.51,0.84,-0.01,-0.2,-0.07,0.13,0,0.24,0.14,0.72,-0.26,1.6470537,-0.8259653,1
11/3/1998,1111.6,1115.02,1106.42,1110.84,1110.84,704300000,-0.000684167,1,0.019990278,-0.097323242,1,0.28,0.53,0.89,0.01,-0.18,-0.08,0.12,-0.04,0.3,0.15,0.68,-0.24,1.6304771,-0.8259378,1
11/4/1998,1110.84,1127.18,1110.59,1118.67,1118.67,861100000,0.006999383,2,0.018870623,0.101601678,2,0.27,0.4,0.86,0.03,-0.13,-0.03,0.1,-0.05,0.3,0.05,0.73,-0.22,1.6238604,-0.88658917,1
11/5/1998,1118.67,1133.88,1109.55,1133.85,1133.85,770200000,0.013388014,3,0.017602417,-0.015913781,1,0.24,0.35,0.81,0.06,-0.11,-0.06,0.08,-0.07,0.3,0.04,0.73,-0.26,1.6162337,-0.90442395,1
11/6/1998,1133.85,1141.3,1131.18,1141.01,1141.01,683100000,0.006275142,1,0.016560328,-0.127617775,1,0.29,0.34,0.79,0.06,-0.06,-0.05,0.06,-0.07,0.34,0.01,0.7,-0.26,1.6123049,-0.89941937,1
11/9/1998,1141.01,1141.01,1123.17,1130.2,1130.2,592990000,-0.009564679,1,0.016343568,-0.24187301,1,0.3,0.31,0.73,0.08,-0.12,0.03,0.06,-0.08,0.29,0.04,0.63,-0.23,1.6340421,-0.90421665,1
11/10/1998,1130.2,1135.37,1122.8,1128.26,1128.26,671300000,-0.001719462,2,0.016342421,-0.143341703,2,0.27,0.31,0.77,0.07,-0.08,-0.03,0.07,-0.07,0.28,0.03,0.67,-0.21,1.6249828,-0.9271508,1
11/12/1998,1120.97,1126.57,1115.55,1117.69,1117.69,662300000,-0.002934624,2,0.014272741,-0.155792218,1,0.29,0.3,0.78,0.08,-0.06,-0.03,0.05,-0.05,0.27,0.03,0.69,-0.21,1.6190834,-0.9318676,1
11/13/1998,1117.69,1126.34,1116.76,1125.72,1125.72,602270000,0.007133213,3,0.013923089,-0.231994226,1,0.35,0.28,0.73,0.07,-0.02,0.02,0.02,-0.03,0.25,0.04,0.64,-0.2,1.6194057,-0.9623152,1
11/16/1998,1125.72,1138.72,1125.72,1135.87,1135.87,615580000,0.008935882,4,0.013887593,-0.213180046,2,0.33,0.29,0.73,0.07,-0.04,0.01,0.01,-0.02,0.24,0.06,0.62,-0.19,1.5989183,-0.976438,1
11/17/1998,1135.87,1151.71,1129.67,1139.32,1139.32,705200000,0.003028122,1,0.01378366,-0.101445625,3,0.45,0.29,0.73,0.09,0.01,0.06,0,-0.01,0.23,0.07,0.64,-0.21,1.6365435,-0.9747417,1
11/18/1998,1139.32,1144.52,1133.07,1144.48,1144.48,652510000,0.004508598,2,0.013543269,-0.168363547,1,0.41,0.22,0.67,0.07,0.02,0.1,-0.02,-0.03,0.2,0.07,0.59,-0.19,1.6306473,-1.0171372,1
11/19/1998,1144.48,1155.1,1144.42,1152.61,1152.61,671000000,0.007053557,3,0.013088556,-0.14474137,2,0.39,0.19,0.62,0.09,0,0.11,-0.02,-0.01,0.18,0.04,0.6,-0.2,1.5892904,-1.0480999,1
11/20/1998,1152.61,1163.55,1152.61,1163.55,1163.55,721200000,0.00940226,4,0.012960767,-0.076491247,3,0.36,0.16,0.62,0.11,-0.01,0.1,-0.04,-0.02,0.17,0.05,0.62,-0.22,1.5693951,-1.105254,1
11/23/1998,1163.55,1188.21,1163.55,1188.21,1188.21,774100000,0.020753907,5,0.013179909,-0.007349452,4,0.25,0.21,0.65,0.03,-0.05,0.06,-0.02,-0.01,0.19,0.05,0.65,-0.24,1.5990831,-1.0757923,1
11/24/1998,1188.21,1191.3,1181.81,1182.99,1182.99,766200000,-0.004412548,1,0.012623944,-0.014292459,1,0.23,0.21,0.6,0.02,-0.04,0.04,0.02,-0.03,0.18,0.04,0.62,-0.24,1.6455759,-0.9986718,1
