Date,Open,High,Low,Close,Adj_Close,Volume,pct_dif_1,price_days,atr_pct,volume_pct,volume_days,ten_3mo,ten_two,thirty_five,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr,x,y,class
10/26/1993,464.2,464.32,462.65,464.3,464.3,284530000,0.000215378,1,0.006005815,0.072525755,2,2.27,1.5,1.21,0.13,0.16,0.48,0.32,0.54,0.38,0.26,0.71,-0.14,-1.3091285,0.37716952,0
10/27/1993,464.3,464.61,463.36,464.61,464.61,279830000,0.000667226,2,0.005850068,0.053041564,1,2.29,1.45,1.18,0.14,0.18,0.52,0.29,0.54,0.37,0.25,0.71,-0.15,-1.3244135,0.36518535,0
10/28/1993,464.52,468.76,464.52,467.73,467.73,301220000,0.006670515,3,0.006020567,0.128497285,2,2.3,1.44,1.14,0.17,0.19,0.5,0.32,0.54,0.34,0.24,0.7,-0.14,-1.3245997,0.32629496,0
10/29/1993,467.72,468.2,467.37,467.83,467.83,270570000,0.000213753,1,0.005773465,0.013120985,1,2.33,1.44,1.13,0.18,0.19,0.52,0.31,0.53,0.36,0.24,0.69,-0.16,-1.3750591,0.29177365,0
11/1/1993,467.83,469.11,467.33,469.1,469.1,256030000,0.002707312,2,0.005757834,-0.04340359,1,2.38,1.45,1.06,0.18,0.17,0.58,0.31,0.54,0.36,0.24,0.63,-0.17,-1.3712178,0.30210778,0
11/2/1993,469.1,469.1,466.2,468.44,468.44,304780000,-0.001408932,1,0.005680557,0.13365454,2,2.44,1.47,1.05,0.19,0.21,0.57,0.33,0.53,0.39,0.22,0.65,-0.21,-1.4064825,0.245129,0
11/3/1993,468.44,468.61,460.95,463.02,463.02,342110000,-0.011705758,1,0.006321541,0.265712261,3,2.51,1.54,1.1,0.19,0.21,0.57,0.33,0.55,0.38,0.28,0.65,-0.21,-1.3927534,0.2532379,0
11/4/1993,463.02,463.16,457.26,457.49,457.49,323430000,-0.012087696,1,0.006818728,0.192549653,1,2.52,1.54,1.16,0.19,0.21,0.58,0.34,0.56,0.39,0.25,0.67,-0.15,-1.4225627,0.22452924,0
11/5/1993,457.49,459.63,454.36,459.57,459.57,336890000,0.00452597,2,0.006861849,0.237740258,2,2.62,1.55,1.11,0.23,0.22,0.62,0.33,0.58,0.39,0.25,0.65,-0.18,-1.4174101,0.22860475,0
11/8/1993,459.57,461.54,458.78,460.21,460.21,234340000,0.001390669,1,0.006982682,-0.140081928,1,2.53,1.57,1.18,0.18,0.2,0.58,0.34,0.57,0.4,0.26,0.68,-0.16,-1.410228,0.25257978,0
11/9/1993,460.21,463.42,460.21,460.33,460.33,276360000,0.000260683,1,0.00714053,0.011469124,2,2.46,1.52,1.14,0.18,0.18,0.58,0.35,0.55,0.39,0.23,0.67,-0.15,-1.4028453,0.26072016,0
11/10/1993,460.4,463.72,459.57,463.72,463.72,283450000,0.007310446,2,0.007404253,0.036019764,3,2.53,1.55,1.13,0.17,0.2,0.61,0.34,0.57,0.37,0.27,0.66,-0.17,-1.3741359,0.28689846,0
11/12/1993,462.64,465.84,462.64,465.39,465.39,326240000,0.005909023,2,0.006954382,0.192143488,5,2.48,1.55,1.13,0.17,0.19,0.57,0.34,0.57,0.37,0.27,0.67,-0.18,-1.1537331,0.48624584,0
11/15/1993,465.39,466.13,463.01,463.75,463.75,251030000,-0.003536388,1,0.007097574,-0.081246306,1,2.51,1.58,1.15,0.18,0.2,0.55,0.38,0.53,0.38,0.29,0.67,-0.19,-1.4142302,0.25159276,0
11/16/1993,463.75,466.74,462.97,466.74,466.74,303980000,0.006406136,2,0.007044607,0.106373531,2,2.5,1.56,1.19,0.18,0.22,0.54,0.35,0.53,0.37,0.31,0.69,-0.18,-1.3895915,0.2710748,0
11/17/1993,466.74,467.24,462.73,464.81,464.81,316940000,-0.004152234,1,0.007308363,0.150316518,3,2.49,1.56,1.2,0.17,0.22,0.54,0.33,0.57,0.36,0.3,0.7,-0.16,-1.3841549,0.29037544,0
11/18/1993,464.83,464.88,461.73,463.62,463.62,313490000,-0.002566757,2,0.007423105,0.136980613,1,2.54,1.57,1.17,0.17,0.24,0.56,0.34,0.57,0.37,0.29,0.68,-0.17,-1.4091928,0.25572917,0
11/19/1993,463.59,463.6,460.03,462.6,462.6,302970000,-0.002204929,3,0.007335711,0.095587743,1,2.64,1.62,1.18,0.18,0.26,0.58,0.36,0.58,0.38,0.3,0.66,-0.16,-1.4093523,0.2666988,0
11/22/1993,462.6,462.6,457.08,459.13,459.13,280130000,-0.007557772,1,0.00772657,0.007892695,1,2.68,1.63,1.16,0.19,0.25,0.61,0.35,0.59,0.4,0.29,0.64,-0.17,-1.4509668,0.1964923,0
11/23/1993,459.13,461.77,458.47,461.03,461.03,260400000,0.004121207,2,0.007871505,-0.066800459,1,2.63,1.63,1.16,0.18,0.23,0.59,0.36,0.59,0.38,0.3,0.64,-0.16,-1.412283,0.25917363,0
11/24/1993,461.03,462.9,461.03,462.36,462.36,230630000,0.002876546,1,0.00791591,-0.172390282,1,2.65,1.66,1.2,0.17,0.24,0.58,0.36,0.57,0.43,0.3,0.63,-0.16,-1.4217124,0.23309267,0
11/26/1993,462.36,463.63,462.36,463.06,463.06,90220000,0.001511683,1,0.007583251,-0.673222105,1,2.6,1.62,1.18,0.18,0.22,0.58,0.36,0.56,0.41,0.29,0.65,-0.17,-1.2001898,0.38348997,0
11/29/1993,463.06,464.83,461.83,461.9,461.9,272710000,-0.002511366,1,0.007837194,-0.013006221,2,2.56,1.59,1.15,0.17,0.23,0.57,0.32,0.59,0.38,0.3,0.64,-0.17,-1.4179245,0.23980933,0
11/30/1993,461.9,463.62,460.45,461.79,461.79,286660000,-0.000238204,2,0.007989562,0.031910783,3,2.62,1.61,1.14,0.19,0.25,0.57,0.33,0.6,0.38,0.3,0.63,-0.17,-1.3952469,0.2602168,0
12/1/1993,461.93,464.47,461.63,461.89,461.89,293870000,0.000216502,3,0.007981338,0.053795431,4,2.63,1.62,1.14,0.18,0.25,0.58,0.34,0.6,0.38,0.3,0.62,-0.16,-1.3113784,0.34494212,0
12/2/1993,461.89,463.22,461.45,463.11,463.11,256370000,0.002634363,4,0.007324394,-0.079205716,1,2.63,1.59,1.11,0.18,0.26,0.6,0.33,0.61,0.36,0.29,0.61,-0.15,-1.3572098,0.3305132,0
12/3/1993,463.13,464.89,462.67,464.89,464.89,268360000,0.003828863,5,0.006900557,-0.036735036,2,2.62,1.56,1.09,0.19,0.25,0.62,0.35,0.57,0.36,0.28,0.59,-0.14,-1.2803245,0.40450454,0
12/6/1993,464.89,466.89,464.4,466.43,466.43,292370000,0.003301674,1,0.006579765,0.048041979,3,2.54,1.53,1.08,0.18,0.21,0.62,0.31,0.59,0.34,0.29,0.59,-0.14,-1.4058444,0.24428429,0
12/7/1993,466.43,466.77,465.44,466.76,466.76,285690000,0.000707001,1,0.00642193,0.021611213,1,2.55,1.54,1.07,0.2,0.24,0.57,0.35,0.58,0.33,0.28,0.6,-0.14,-1.4333676,0.20203987,0
12/8/1993,465.88,466.73,465.42,466.29,466.29,314460000,-0.001007956,1,0.006227884,0.12076319,2,2.56,1.53,1.08,0.2,0.25,0.58,0.32,0.59,0.32,0.3,0.6,-0.14,-1.4235448,0.21110189,0
