Date,Open,High,Low,Close,Adj_Close,Volume,pct_dif_1,price_days,atr_pct,volume_pct,volume_days,x,y,class
4/26/1950,17.76,17.76,17.76,17.76,17.76,1880000,-0.003941441,1,0.004926802,0.031550069,2,-0.9849995,5.1824017,2
4/27/1950,17.86,17.86,17.86,17.86,17.86,2070000,0.005599104,2,0.004927212,0.131353616,3,1.2037612,0.22018059,0
4/28/1950,17.96,17.96,17.96,17.96,17.96,2190000,0.005567929,1,0.004788419,0.191512514,4,2.260405,-1.4974499,0
5/1/1950,18.22,18.22,18.22,18.22,18.22,2390000,0.014270033,2,0.005406147,0.293523363,5,2.1118884,0.122985244,0
5/2/1950,18.11,18.11,18.11,18.11,18.11,2250000,-0.006073992,1,0.005080066,0.215449716,1,-1.591565,0.089933366,1
5/3/1950,18.27,18.27,18.27,18.27,18.27,2120000,0.008757526,2,0.005418719,0.14615246,1,-2.6644068,-4.2062497,3
5/4/1950,18.12,18.12,18.12,18.12,18.12,2150000,-0.008278146,1,0.005656733,0.155499821,2,-0.841187,4.377619,2
5/5/1950,18.22,18.22,18.22,18.22,18.22,1800000,0.005488474,2,0.005488474,-0.03640257,1,-2.73615,-4.9590306,3
5/8/1950,18.27,18.27,18.27,18.27,18.27,1680000,0.002736727,1,0.005418719,-0.102324339,1,-3.1713674,-1.25664,1
5/9/1950,18.27,18.27,18.27,18.27,18.27,1720000,0,1,0.005145047,-0.080213904,2,-1.3415934,5.492447,2
5/10/1950,18.29,18.29,18.29,18.29,18.29,1880000,0.001093494,2,0.004674686,0.004541811,3,1.0928862,0.17373334,0
5/11/1950,18.29,18.29,18.29,18.29,18.29,1750000,0,1,0.004565336,-0.061074846,1,-2.7627583,-1.2758491,1
5/12/1950,18.18,18.18,18.18,18.18,18.18,1790000,-0.006050605,1,0.004840484,-0.040128698,2,-1.2828145,5.231411,2
5/15/1950,18.26,18.26,18.26,18.26,18.26,1220000,0.004381161,2,0.004819277,-0.341667416,1,-1.8392403,-5.9336605,3
5/16/1950,18.44,18.44,18.44,18.44,18.44,1730000,0.009761388,3,0.004853579,-0.064696342,2,3.4478836,3.5190694,0
5/17/1950,18.52,18.52,18.52,18.52,18.52,2020000,0.004319654,1,0.0049946,0.086216168,3,2.4081845,-3.504762,0
5/18/1950,18.56,18.56,18.56,18.56,18.56,5240000,0.002155172,1,0.004768319,1.72066459,4,2.202618,-0.41951144,0
5/19/1950,18.68,18.68,18.68,18.68,18.68,2110000,0.006423983,2,0.004978587,0.08800275,1,-2.7901719,-4.3603406,3
5/22/1950,18.6,18.6,18.6,18.6,18.6,1620000,-0.004301075,1,0.004865591,-0.164014793,1,-3.6836264,-1.2508345,1
5/23/1950,18.71,18.71,18.71,18.71,18.71,1460000,0.005879209,2,0.005130946,-0.246905089,1,-2.1563802,-5.7751713,3
5/24/1950,18.69,18.69,18.69,18.69,18.69,1850000,-0.001070091,1,0.005002675,-0.050145473,2,-1.2154375,5.439921,2
5/25/1950,18.69,18.69,18.69,18.69,18.69,1480000,0,2,0.004735152,-0.240571282,1,-2.2469842,-5.932915,3
5/26/1950,18.67,18.67,18.67,18.67,18.67,1330000,-0.001071237,1,0.004525978,-0.317482039,1,-4.4694557,-1.0998861,1
5/29/1950,18.72,18.72,18.72,18.72,18.72,1110000,0.00267094,2,0.003952991,-0.428375247,1,-1.689257,-5.9359665,3
5/31/1950,18.78,18.78,18.78,18.78,18.78,1530000,0.003194888,3,0.003807242,-0.212490349,2,3.4710832,3.6163132,0
6/1/1950,18.77,18.77,18.77,18.77,18.77,1580000,-0.000532765,1,0.003409696,-0.186684969,3,2.2468057,-3.715516,0
6/2/1950,18.79,18.79,18.79,18.79,18.79,1450000,0.001064396,2,0.003060138,-0.254179168,1,-2.2707498,-5.9514265,3
6/5/1950,18.6,18.6,18.6,18.6,18.6,1630000,-0.010215054,1,0.003333333,-0.16374519,2,-1.5917512,5.2195673,2
6/6/1950,18.88,18.88,18.88,18.88,18.88,2250000,0.014830508,2,0.003893008,0.144649822,3,1.3909523,0.2847079,0
6/7/1950,18.93,18.93,18.93,18.93,18.93,1750000,0.00264131,1,0.004014791,-0.114895052,1,-3.1230483,-1.3417152,1
