,id,year,month,close_zscore,close_chg_zscore
158,199803,1998,3,1.996122403351696,0.6853376034248431
159,199804,1998,4,1.790137734358292,-0.49537552108603944
160,199805,1998,5,1.2987527048769976,-1.1859868209921633
161,199806,1998,6,1.5079832801332373,0.5093616105765971
162,199807,1998,7,1.1368919817512908,-0.8949002580212551
163,199808,1998,8,-0.6495439393864549,-4.3197487342655565
164,199809,1998,9,-0.06246480876875902,1.4236788929365067
165,199810,1998,10,0.6666192514350618,1.7673021765472945
166,199811,1998,11,1.1384850900065422,1.1448859676210639
167,199812,1998,12,1.5434213285774876,0.9829298370136968
168,199901,1999,1,1.7448332609731882,0.4904420720722027
169,199902,1999,2,1.109252606693583,-1.5349111450977828
170,199903,1999,3,1.3302880110594837,0.5379269156892323
171,199904,1999,4,1.5202630651521383,0.4627671336865873
172,199905,1999,5,1.0000648255691502,-1.255708977084686
173,199906,1999,6,1.3963765833416262,0.9620603332574141
174,199907,1999,7,0.8165815399214009,-1.3999212201874098
175,199908,1999,8,0.5934543270523109,-0.5368570191803195
176,199909,1999,9,0.16565843874919303,-1.0321139268798316
177,199910,1999,10,0.7072686789865129,1.3136533504417456
178,199911,1999,11,0.7613671596803828,0.13397323580464626
179,199912,1999,12,1.2126964303271837,1.0951916159887536
180,200001,2000,1,0.4549519959168976,-1.8305228494883075
181,200002,2000,2,0.13284578936081926,-0.776366217335209
182,200003,2000,3,1.0140000853865092,2.13528147082162
183,200004,2000,4,0.5038504810803771,-1.2313933067787042
184,200005,2000,5,0.1568142482647146,-0.8366918518662689
185,200006,2000,6,0.31441899657238304,0.3844375235967061
186,200007,2000,7,0.04847857724004451,-0.6404563423142783
187,200008,2000,8,0.5794273161399622,1.287854667899834
188,200009,2000,9,-0.10667821836034633,-1.657171163085047
189,200010,2000,10,-0.20983799946276774,-0.2465600347716621
190,200011,2000,11,-1.0434176696522266,-2.014028822187891
191,200012,2000,12,-0.9701809706790946,0.1802838633775544
192,200101,2001,1,-0.6219414007457937,0.8457353360633314
193,200102,2001,2,-1.5082292240945627,-2.1415719202651857
194,200103,2001,3,-2.0027965771836973,-1.193687402167939
195,200104,2001,4,-1.2443650404568354,1.838317149604422
196,200105,2001,5,-1.1448874306112045,0.24378157423327051
197,200106,2001,6,-1.3283042994427068,-0.4407659971905926
198,200107,2001,7,-1.364018717186089,-0.08335586087923498
199,200108,2001,8,-1.87664069409862,-1.2373759497460732
200,200109,2001,9,-2.47590136200701,-1.447024104739746
201,200110,2001,10,-2.1839587963028415,0.7095079423591424
202,200111,2001,11,-1.4367424487725997,1.8111786541360537
203,200112,2001,12,-1.2998464441950275,0.33432654124750416
204,200201,2002,1,-1.3817249426612273,-0.19506362376522168
205,200202,2002,2,-1.5022699215592126,-0.2886287064026111
206,200203,2002,3,-1.1037855222347908,0.9673176875363453
207,200204,2002,4,-1.626468343961163,-1.2617211646685866
208,200205,2002,5,-1.6209422653415455,0.016437821067544902
209,200206,2002,6,-2.173938603291626,-1.335073758926676
210,200207,2002,7,-2.709781833069415,-1.2935666973656965
211,200208,2002,8,-2.510778165275448,0.4846145575439166
212,200209,2002,9,-3.2567168874944397,-1.8019554074962592
213,200210,2002,10,-2.425089423399874,2.015436528363542
214,200211,2002,11,-1.8211064402965698,1.4645828060168915
215,200212,2002,12,-2.2420694528667693,-1.0155797459701053
216,200301,2003,1,-2.3388268125248324,-0.23106746640672896
217,200302,2003,2,-2.3413905517517137,-0.0031379062000158786
218,200303,2003,3,-2.1359563794922454,0.5001750811549608
219,200304,2003,4,-1.340971220926764,1.9267695406633911
220,200305,2003,5,-0.8255306608510998,1.2503280035372328
221,200306,2003,6,-0.7035892203831283,0.2981395128162664
222,200307,2003,7,-0.545927870541365,0.3845744878912537
223,200308,2003,8,-0.38579503911723534,0.3905549747602066
224,200309,2003,9,-0.5272056023751053,-0.33911921143717716
225,200310,2003,10,-0.016651685677121417,1.238503312322869
226,200311,2003,11,-0.009713522181504418,0.019854781614212603
227,200312,2003,12,0.42737269567187014,1.0607263014128212
228,200401,2004,1,0.4917264432925799,0.15878891302075726
229,200402,2004,2,0.4976065813759397,0.017294573547048366
230,200403,2004,3,0.20877945337005804,-0.6958375604759809
231,200404,2004,4,-0.04885468682811757,-0.6203568223962902
232,200405,2004,5,0.010285957319723486,0.14617425423129937
233,200406,2004,6,0.12224731312027017,0.2739897211567148
234,200407,2004,7,-0.301306844963195,-1.0218497954125914
235,200408,2004,8,-0.31344024338507,-0.026294551009486612
236,200409,2004,9,-0.255716774458981,0.14274497607476233
237,200410,2004,10,-0.15819172001185994,0.23905678404870845
238,200411,2004,11,0.17055296969680672,0.7985616585303628
239,200412,2004,12,0.41215973896455377,0.5877054689868554
240,200501,2005,1,0.042223552550725706,-0.8921051200737213
241,200502,2005,2,0.16027865966643468,0.28873537007556915
242,200503,2005,3,-0.11497202957143832,-0.6629853173686419
243,200504,2005,4,-0.3670135940102781,-0.6068239172227444
244,200505,2005,5,-0.1058723341027035,0.6349749957341692
245,200506,2005,6,-0.1616902581086906,-0.13200229064882055
246,200507,2005,7,0.14171052478457544,0.737234516544408
247,200508,2005,8,-0.05176908924233789,-0.46511581065315044
248,200509,2005,9,-0.04308557707761045,0.024078173312468452
249,200510,2005,10,-0.28013909769533146,-0.5705558746433378
250,200511,2005,11,0.02476876730302614,0.7408813512221333
251,200512,2005,12,-0.052869544809583634,-0.18480322814241643
252,200601,2006,1,0.13865655521335113,0.46652035195265323
253,200602,2006,2,0.06283993719502451,-0.18039509591604677
254,200603,2006,3,0.10126736496375294,0.09605244897372418
255,200604,2006,4,0.14646225603965984,0.11242834500850109
256,200605,2006,5,-0.24619853286792817,-0.947094073981267
257,200606,2006,6,-0.28530737587266264,-0.09156968527023901
258,200607,2006,7,-0.27181396259435825,0.035717163728558855
259,200608,2006,8,-0.10232958255137538,0.4131838359738402
260,200609,2006,9,0.08463478081239502,0.45548186945519115
261,200610,2006,10,0.32410775950742166,0.5825421262404247
262,200611,2006,11,0.39056344535121457,0.16387517950649064
263,200612,2006,12,0.41115178161298843,0.05288544612305714
264,200701,2007,1,0.444332220878582,0.08335579524649024
265,200702,2007,2,0.10567984056268297,-0.8164046200520382
266,200703,2007,3,0.12870176568153083,0.058774240240723336
267,200704,2007,4,0.481695774213326,0.8572401183811147
268,200705,2007,5,0.6967284411552414,0.5234015020272214
269,200706,2007,6,0.36737409896031203,-0.793905243448861
270,200707,2007,7,-0.0653860430404287,-1.044126419412491
271,200708,2007,8,0.0030439491695555157,0.16865260264512114
272,200709,2007,9,0.29170827025000257,0.7015752516746298
273,200710,2007,10,0.3447517508718473,0.13142034845055603
274,200711,2007,11,-0.2087570031932144,-1.336313702557634
275,200712,2007,12,-0.3370658744081041,-0.3074157596359792
276,200801,2008,1,-0.9644087661623495,-1.5149774215515641
277,200802,2008,2,-1.2575141254228646,-0.7061900170846926
278,200803,2008,3,-1.2566146538050071,0.005242365426991679
279,200804,2008,4,-0.7750696048011168,1.168307704325826
280,200805,2008,5,-0.6634534764457429,0.27315434038050784
281,200806,2008,6,-1.4820431175281303,-1.9777559756169614
282,200807,2008,7,-1.4959886726223244,-0.030679604598641958
283,200808,2008,8,-1.3138627848567939,0.4437737345504129
284,200809,2008,9,-2.0759864711039824,-1.8411197555277026
285,200810,2008,10,-3.3997814991864517,-3.200251099446725
286,200811,2008,11,-3.7544243154117374,-0.8550982492772042
287,200812,2008,12,-3.4853798241126586,0.6540992214198526
288,200901,2009,1,-3.9101890333652882,-1.0248867660663916
289,200902,2009,2,-4.456698906224163,-1.3193778218901013
290,200903,2009,3,-3.6687319113368253,1.909787000303486
291,200904,2009,4,-2.793832586762646,2.1201457016949825
292,200905,2009,5,-2.2143857199629258,1.405210354117747
293,200906,2009,6,-2.084327219990233,0.3177811594013923
294,200907,2009,7,-1.3469498054498403,1.787370421062372
295,200908,2009,8,-0.9852547411151162,0.8782949182010729
296,200909,2009,9,-0.6260898249765865,0.8721724699611977
297,200910,2009,10,-0.8163213289140772,-0.4572560394627436
298,200911,2009,11,-0.2676306837820261,1.3307865019901628
299,200912,2009,12,-0.13252128061936425,0.3300033262261352
300,201001,2010,1,-0.5494399833433291,-1.0057933319818522
301,201002,2010,2,-0.2879403745388874,0.6358421277765474
302,201003,2010,3,0.2452069045304599,1.2931746916086688
303,201004,2010,4,0.30225308091821784,0.14110606475904455
304,201005,2010,5,-0.6353592635014577,-2.265766907802148
305,201006,2010,6,-1.1502617266689203,-1.2428942664512241
306,201007,2010,7,-0.4829975891557528,1.6177104342786313
307,201008,2010,8,-0.9563990699796923,-1.1424702609781903
308,201009,2010,9,-0.1255070607657294,2.0136568759123428
309,201010,2010,10,0.18375380973908947,0.7514147464364093
310,201011,2010,11,0.0754321710544234,-0.25905068884340265
311,201012,2010,12,0.6500411962329429,1.3935037533095143
312,201101,2011,1,0.7471592252652591,0.23807186465220662
313,201102,2011,2,0.9312934441744617,0.44863349078688824
314,201103,2011,3,0.7491115978217596,-0.43777749192718113
315,201104,2011,4,0.8970688822813706,0.3610926072219875
316,201105,2011,5,0.5872229018374243,-0.7466989433416927
317,201106,2011,6,0.2673709067416093,-0.7709114803328647
318,201107,2011,7,-0.04501287813284102,-0.7528399181241416
319,201108,2011,8,-0.67156430134091,-1.5130622273290508
320,201109,2011,9,-1.3526076173722505,-1.6449216155677053
321,201110,2011,10,-0.33541246737733726,2.464472894544474
322,201111,2011,11,-0.41541959104574966,-0.1905352742582269
323,201112,2011,12,-0.3561907222619642,0.14638774005314337
324,201201,2012,1,0.03512968669206364,0.9499822759981295
325,201202,2012,2,0.36861115861940774,0.8100237159707275
326,201203,2012,3,0.5814923242011419,0.5181953027478495
327,201204,2012,4,0.37402730671926765,-0.4989576658043882
328,201205,2012,5,-0.3756355663740124,-1.8109671013565691
329,201206,2012,6,-0.02160849455907286,0.8597399231313191
330,201207,2012,7,0.03998658418259028,0.15211349082678347
331,201208,2012,8,0.1667879409414749,0.3098995298721833
332,201209,2012,9,0.32650750689699143,0.38955495569226495
333,201210,2012,10,0.023887724250307593,-0.7292130023792673
334,201211,2012,11,-0.01584436313648052,-0.09307781095064618
335,201212,2012,12,-0.009584804398229431,0.018212694993138295
336,201301,2013,1,0.42417509609367066,1.0526772844004348
337,201302,2013,2,0.42539894375756854,0.006027290023552516
338,201303,2013,3,0.6804834699009928,0.620318921821387
339,201304,2013,4,0.7272336591790647,0.11619185291473705
340,201305,2013,5,0.796952121398024,0.17177044014983606
341,201306,2013,6,0.4842216219945702,-0.7536788973432359
342,201307,2013,7,0.8714163917684795,0.9399990614280618
343,201308,2013,8,0.3762223330112492,-1.1952039034623387
344,201309,2013,9,0.5723687721537606,0.4777006405827137
345,201310,2013,10,0.902666826862716,0.8023204884780342
346,201311,2013,11,1.0306599381280441,0.3127833353707359
347,201312,2013,12,1.0980220023203295,0.16606843227039464
348,201401,2014,1,0.5241490891998661,-1.3855908595055235
349,201402,2014,2,0.8433838407251242,0.775549526521688
350,201403,2014,3,0.7557955557130227,-0.20888015539787547
351,201404,2014,4,0.6705351358046854,-0.20324719143606243
352,201405,2014,5,0.7488492145069388,0.19257009808605702
353,201406,2014,6,0.7985716652906958,0.12338412617813849
354,201407,2014,7,0.48478387943506257,-0.7562373172760791
355,201408,2014,8,0.7516474144823166,0.6488217472444996
356,201409,2014,9,0.4393448206237557,-0.7526434522439718
357,201410,2014,10,0.5629631921039336,0.3021973475863872
358,201411,2014,11,0.6881964935364812,0.3061051522988854
359,201412,2014,12,0.5023197161768268,-0.44671847960292405
360,201501,2015,1,0.06102589015836614,-1.064776213275368
361,201502,2015,2,0.533884445838983,1.1472881427690131
362,201503,2015,3,0.22976179181496434,-0.7328496479452317
363,201504,2015,4,0.22547607906688522,-0.007304734755681137
364,201505,2015,5,0.2414944407751114,0.04182702958297915
365,201506,2015,6,-0.06294994767423286,-0.7336281803525448
366,201507,2015,7,0.073072774650963,0.33221337435988146
367,201508,2015,8,-0.6293977053272143,-1.6967710299178829
368,201509,2015,9,-0.8828978290843092,-0.6103533365445993
369,201510,2015,10,-0.0957966051865612,1.9076920091565963
370,201511,2015,11,-0.1462749267553904,-0.11908152988382499
371,201512,2015,12,-0.3691661851994119,-0.5362860570696318
372,201601,2016,1,-0.8898815246539898,-1.2569602544618048
373,201602,2016,2,-0.9060251189799479,-0.03599841613937814
374,201603,2016,3,-0.273717925839796,1.533121680596174
375,201604,2016,4,-0.2845859911449981,-0.023232700116846285
376,201605,2016,5,-0.17170462045230284,0.2762159716054304
377,201606,2016,6,-0.2103535238268827,-0.09045672414672665
378,201607,2016,7,0.09331911448785302,0.737892351824247
379,201608,2016,8,0.0056403673265033255,-0.2090990555505514
380,201609,2016,9,-0.07276024007479201,-0.18664782896678642
381,201610,2016,10,-0.3230400856671711,-0.6025609129975799
382,201611,2016,11,-0.0246347712613081,0.7251464905172935
383,201612,2016,12,0.09266579423061025,0.28690953155613447
384,201701,2017,1,0.19584593710952328,0.25274095727921025
385,201702,2017,2,0.4827054053951143,0.6972078719955574
386,201703,2017,3,0.36019211254483224,-0.293391629108438
387,201704,2017,4,0.3480640154081805,-0.026281722968649602
388,201705,2017,5,0.36246721187778375,0.03791865552521087
389,201706,2017,6,0.3065541340203107,-0.132232543774477
390,201707,2017,7,0.40391638237389044,0.23866282614444742
391,201708,2017,8,0.29989403219368943,-0.24864727793787908
392,201709,2017,9,0.3974398305245435,0.2391069800627761
393,201710,2017,10,0.5147900147337456,0.2870295988426105
394,201711,2017,11,0.6810795109873489,0.40545286169244615
395,201712,2017,12,0.6420301889431821,-0.09142565655254922
396,201801,2018,1,1.0855035858282125,1.0761819862137942
397,201802,2018,2,0.47719617473001463,-1.4689153983020573
398,201803,2018,3,0.0822784684856547,-0.9525553586589184
399,201804,2018,4,0.03515430144520095,-0.11096515254299939
400,201805,2018,5,0.18070721873435588,0.3552745236911832
401,201806,2018,6,0.1445041543842949,-0.08453828709501254
402,201807,2018,7,0.42386966877846843,0.6790740152984565
403,201808,2018,8,0.6208816903975475,0.4797951755661189
404,201809,2018,9,0.5310528599213549,-0.21430182344626014
405,201810,2018,10,-0.313997096036531,-2.041784599900597
406,201811,2018,11,-0.1739313566246912,0.3419966601307076
407,201812,2018,12,-1.1301832950564707,-2.3108709652336654
408,201901,2019,1,-0.37457879386896065,1.8314762938837947
409,201902,2019,2,-0.11499040740962609,0.6312173552432973
410,201903,2019,3,0.007885796192436942,0.3004014510353901
411,201904,2019,4,0.33089272560554495,0.7846774360665525
412,201905,2019,5,-0.4442636581666589,-1.872656254513365
413,201906,2019,6,0.19419388442616325,1.5480042855905214
414,201907,2019,7,0.23990229137649763,0.11367094983546946
415,201908,2019,8,-0.03470793703871196,-0.6614355313749507
416,201909,2019,9,0.073452309579436,0.2647918037152165
417,201910,2019,10,0.20379957426550221,0.3184799117566071
418,201911,2019,11,0.4584572782601391,0.6192860983221494
419,201912,2019,12,0.6352239374466762,0.4308054824812649
420,202001,2020,1,0.4822822058968087,-0.36702231257537815
421,202002,2020,2,-0.5084295414220377,-2.3942567513249324
422,202003,2020,3,-1.7343789704514756,-2.9634844876716357
423,202004,2020,4,-0.5548420067371068,2.8573073352937812
424,202005,2020,5,-0.13413631275036558,1.0210887380217304
425,202006,2020,6,-0.004965558013350376,0.31563299501173114
426,202007,2020,7,0.47440691985381744,1.1630505204375312
427,202008,2020,8,1.0714256299506795,1.4477306702113937
428,202009,2020,9,0.46220535655274925,-1.4711243409199846
429,202010,2020,10,0.06120664956679854,-0.967270153761843
430,202011,2020,11,1.0510895033291285,2.398382647242891
431,202012,2020,12,1.2600450989979008,0.5086962154452672
432,202101,2021,1,0.9278005917544763,-0.8008988598467957
433,202102,2021,2,1.0326356341724947,0.25674548032873235
434,202103,2021,3,1.2995839552440267,0.6490269123197656
435,202104,2021,4,1.648128722546705,0.8464738521311923
436,202105,2021,5,1.4471943328817662,-0.48315486388028767
437,202106,2021,6,1.454207901546213,0.02003724691165012
438,202107,2021,7,1.4662395014883605,0.032179870339799084
439,202108,2021,8,1.544898870166515,0.1934056301740124
440,202109,2021,9,0.7702317674927706,-1.8714722929554715
441,202110,2021,10,1.3376973302921396,1.3762180153690926
442,202111,2021,11,1.0255703776893772,-0.752218435836225
443,202112,2021,12,1.3055757999367419,0.6806224632175725
444,202201,2022,1,0.5144278580853163,-1.9113525991631615
445,202202,2022,2,0.06817313895368579,-1.0767805738715661
446,202203,2022,3,0.35134913576307963,0.6882946140725648
447,202204,2022,4,-0.6566231581769372,-2.436023792259145
448,202205,2022,5,-0.6826921025084233,-0.06001576095850577
