,id,year,month,cons_sent_zscore,cons_sent_chg_zscore
233,198910,1989,10,0.619294993274514,-0.4428861081637635
234,198911,1989,11,0.37661214648255137,-0.7039249401278393
235,198912,1989,12,0.3442544335769559,-0.08692406457639362
236,199001,1990,1,0.5464901392369247,0.6012692196925293
237,199002,1990,2,0.26336015131296836,-0.8225789546569637
238,199003,1990,3,0.4089698593881457,0.4351535993517545
239,199004,1990,4,0.619294993274514,0.6250000225983563
240,199005,1990,5,0.3523438618033542,-0.7751173488453167
241,199006,1990,6,0.16628701259618311,-0.5378093197870645
242,199007,1990,7,0.15819758436978484,-0.015731655858916272
243,199008,1990,8,-0.7963549463452677,-2.7922355958404284
244,199009,1990,9,-1.0875743624956236,-0.8463097575627906
245,199010,1990,10,-1.8075334746451124,-2.104042311571507
246,199011,1990,11,-1.6376554818907383,0.5063460080692301
247,199012,1990,12,-1.678102623022732,-0.11065486748221716
248,199101,1991,1,-1.5729400560795486,0.31649958482263013
249,199102,1991,2,-1.2817206399291927,0.8623080516566051
250,199103,1991,3,0.11775044323779107,4.113428049754612
251,199104,1991,4,-0.35952582211973577,-1.3921182243967622
252,199105,1991,5,-0.6426558100436921,-0.8225789546569637
253,199106,1991,6,-0.33525753744053977,0.9097696574682521
254,199107,1991,7,-0.2705421116293488,0.19784557029350902
255,199108,1991,8,-0.343346965666938,-0.20557807910551806
256,199109,1991,9,-0.2624526834029505,0.24530717610515612
257,199110,1991,10,-0.6426558100436921,-1.107348589526863
258,199111,1991,11,-1.3868832068723775,-2.175234720288983
259,199112,1991,12,-1.4596880609099656,-0.20557807910551468
260,199201,1992,1,-1.5163140584947572,-0.1581164732938676
261,199202,1992,2,-1.4111514915515735,0.31649958482263013
262,199203,1992,3,-0.8287126592508631,1.7166169562662996
263,199204,1992,4,-0.7316395205340779,0.29276878191680655
264,199205,1992,5,-0.5698509560061029,0.4826152051634049
265,199206,1992,6,-0.4727778172893176,0.29276878191680655
266,199207,1992,7,-0.7801760898924711,-0.8937713633744411
267,199208,1992,8,-0.8206232310244649,-0.11065486748221716
268,199209,1992,9,-0.8610703721564587,-0.11065486748221716
269,199210,1992,10,-1.0471272213636298,-0.5378093197870645
270,199211,1992,11,-0.07639583419577944,2.8556954957458935
271,199212,1992,12,0.38470157470894967,1.3606549126789262
272,199301,1993,1,0.24718129486017065,-0.3954245023521164
273,199302,1993,2,0.028766732747404107,-0.6327325314103653
274,199303,1993,3,-0.02785926483738624,-0.15811647329386425
275,199304,1993,4,-0.05212754951658342,-0.0631932616705701
276,199305,1993,5,-0.480867245515717,-1.249733406961811
277,199306,1993,6,-0.3837941067989318,0.29276878191680655
278,199307,1993,7,-0.7478183769868756,-1.0598869837152125
279,199308,1993,8,-0.7235500923076796,0.07919155576438124
280,199309,1993,9,-0.6750135229492864,0.1503839644818586
281,199310,1993,10,-0.28672096808214653,1.147077686526501
282,199311,1993,11,-0.40806239147812784,-0.34796289654046597
283,199312,1993,12,0.15819758436978484,1.6691553504546492
284,199401,1994,1,0.6516527061801083,1.4555781243022239
285,199402,1994,2,0.5626689956897224,-0.2530396849171651
286,199403,1994,3,0.42514871584094344,-0.3954245023521164
287,199404,1994,4,0.5141324263313293,0.26903797901097964
288,199405,1994,5,0.530311282784127,0.055460752858557706
289,199406,1994,6,0.4008804311617474,-0.3716936994462895
290,199407,1994,7,0.22291301018097462,-0.514078516881241
291,199408,1994,8,0.44132757229374114,0.6487308255041798
292,199409,1994,9,0.42514871584094344,-0.03946245876474318
293,199410,1994,10,0.5222218545577286,0.29276878191680655
294,199411,1994,11,0.43323814406734173,-0.2530396849171685
295,199412,1994,12,0.716368131991298,0.8385772487507782
296,199501,1995,1,0.9186038376512669,0.6012692196925293
297,199502,1995,2,0.716368131991298,-0.5852709255987149
298,199503,1995,3,0.3280755771241582,-1.1310793924326865
299,199504,1995,4,0.5060429981049309,0.5300768109750553
300,199505,1995,5,0.2876284359921644,-0.6327325314103653
301,199506,1995,6,0.5222218545577286,0.6961924313158302
302,199507,1995,7,0.6597421344065076,0.411422796445931
303,199508,1995,8,0.805351842481685,0.4351535993517545
304,199509,1995,9,0.21482358195457632,-1.7243494650783087
305,199510,1995,10,0.3199861488977599,0.31649958482263013
306,199511,1995,11,0.15819758436978484,-0.4666169110695904
307,199512,1995,12,0.38470157470894967,0.6724616284100033
308,199601,1996,1,0.24718129486017065,-0.3954245023521164
309,199602,1996,2,0.18246586904898085,-0.18184727619969115
310,199603,1996,3,0.6031161368217162,1.2420008981498019
311,199604,1996,4,0.5222218545577286,-0.22930888201134159
312,199605,1996,5,0.25527072308657006,-0.7751173488453132
313,199606,1996,6,0.4979535698785327,0.7199232342216537
314,199607,1996,7,0.6840104190857037,0.5538076138808788
315,199608,1996,8,0.7325469884440958,0.1503839644818552
316,199609,1996,9,0.6840104190857037,-0.1343856703880407
317,199610,1996,10,0.8296201271608811,0.4351535993517545
318,199611,1996,11,1.0480346892736476,0.6487308255041798
319,199612,1996,12,0.8619778400664765,-0.5378093197870645
320,199701,1997,1,0.9024249811984703,0.12665316157603168
321,199702,1997,2,1.0884818304056414,0.5538076138808788
322,199703,1997,3,1.1127501150848373,0.07919155576438124
323,199704,1997,4,1.2260021102544203,0.34023038772845704
324,199705,1997,5,1.3716118183295976,0.4351535993517545
325,199706,1997,6,1.4767743852727813,0.31649958482263013
326,199707,1997,7,1.6870995191591482,0.6250000225983529
327,199708,1997,8,1.468684957046383,-0.6327325314103619
328,199709,1997,9,1.5981158086687626,0.3876919935401041
329,199710,1997,10,1.565758095763167,-0.08692406457639362
330,199711,1997,11,1.6951889473855477,0.38769199354010747
331,199712,1997,12,1.2826281078392108,-1.2022718011501639
332,199801,1998,1,1.6466523780271545,1.075885277809027
333,199802,1998,2,1.9540506506303081,0.9097696574682556
334,199803,1998,3,1.6385629498007563,-0.9175021662802646
335,199804,1998,4,1.816530370781529,0.5300768109750553
336,199805,1998,5,1.6385629498007563,-0.514078516881241
337,199806,1998,6,1.565758095763167,-0.20557807910551806
338,199807,1998,7,1.5334003828575726,-0.08692406457639025
339,199808,1998,8,1.468684957046383,-0.18184727619969115
340,199809,1998,9,1.1855549691224265,-0.8225789546569637
341,199810,1998,10,0.9024249811984703,-0.8225789546569637
342,199811,1998,11,1.3311646771976038,1.2657317010556255
343,199812,1998,12,1.1531972562168311,-0.514078516881241
344,199901,1999,1,1.4282378159143891,0.8148464458449547
345,199902,1999,2,1.7679938014231358,1.0046928690915498
346,199903,1999,3,1.5738475239895664,-0.561540122692888
347,199904,1999,4,1.4848638134991794,-0.2530396849171685
348,199905,1999,5,1.6628312344799523,0.5300768109750553
349,199906,1999,6,1.703278375611946,0.12665316157603168
350,199907,1999,7,1.5981158086687626,-0.30050129072881554
351,199908,1999,8,1.4767743852727813,-0.34796289654046597
352,199909,1999,9,1.6951889473855477,0.6487308255041798
353,199910,1999,10,1.3716118183295976,-0.9412329691860881
354,199911,1999,11,1.6951889473855477,0.9572312632799026
355,199912,1999,12,1.5495792393103704,-0.41915530525794
356,200001,2000,1,2.083481502252688,1.5742321388313483
357,200002,2000,2,2.026855504667896,-0.1581164732938676
358,200003,2000,3,1.6870995191591482,-0.9886945749977386
359,200004,2000,4,1.8569775119135228,0.5063460080692318
360,200005,2000,5,1.978318935309504,0.36396119063428056
361,200006,2000,6,1.630473521574358,-1.0124253779035621
362,200007,2000,7,1.7841726578759336,0.45888440225757804
363,200008,2000,8,1.703278375611946,-0.22930888201134159
364,200009,2000,9,1.6628312344799523,-0.11065486748221716
365,200010,2000,10,1.5819369522159648,-0.22930888201134159
366,200011,2000,11,1.727546660291142,0.4351535993517545
367,200012,2000,12,0.9833192634624578,-2.1752347202889792
368,200101,2001,1,0.6840104190857037,-0.8700405604686142
369,200102,2001,2,0.3523438618033542,-0.9649637720919151
370,200103,2001,3,0.42514871584094344,0.22157637319933257
371,200104,2001,4,0.17437644082258258,-0.7276557430336629
372,200105,2001,5,0.4655958569729372,0.8623080516566017
373,200106,2001,6,0.5141324263313293,0.1503839644818552
374,200107,2001,7,0.4979535698785327,-0.039462458764739805
375,200108,2001,8,0.42514871584094344,-0.20557807910551806
376,200109,2001,9,-0.35952582211973577,-2.293888734818107
377,200110,2001,10,-0.28672096808214653,0.22157637319933257
378,200111,2001,11,-0.1896478293653613,0.29276878191680655
379,200112,2001,12,0.20673415372817688,1.1708084894323245
380,200201,2002,1,0.5464901392369247,1.004692869091553
381,200202,2002,2,0.36043329002975366,-0.5378093197870645
382,200203,2002,3,0.7649047013496912,1.1945392923381515
383,200204,2002,4,0.5464901392369247,-0.6327325314103653
384,200205,2002,5,0.8619778400664765,0.9335004603740791
385,200206,2002,6,0.4979535698785327,-1.0598869837152125
386,200207,2002,7,0.15010815614338538,-1.0124253779035655
387,200208,2002,8,0.10966101501139162,-0.11065486748221716
388,200209,2002,9,-0.011680408384589653,-0.34796289654046597
389,200210,2002,10,-0.456598960836521,-1.2971950127734615
390,200211,2002,11,-0.16537954468616525,0.8623080516566051
391,200212,2002,12,0.03685616097380355,0.6012692196925293
392,200301,2003,1,-0.31098925276134254,-1.0124253779035621
393,200302,2003,2,-0.5132249584213113,-0.5852709255987149
394,200303,2003,3,-0.6992818076284836,-0.5378093197870678
395,200304,2003,4,-0.019769836610987947,2.0013865911361988
396,200305,2003,5,0.47368528519933545,1.4555781243022239
397,200306,2003,6,0.2795390077657661,-0.561540122692888
398,200307,2003,7,0.37661214648255137,0.29276878191680655
399,200308,2003,8,0.24718129486017065,-0.3716936994462929
400,200309,2003,9,0.11775044323779107,-0.3716936994462895
401,200310,2003,10,0.27144957953936666,0.45888440225757804
402,200311,2003,11,0.6031161368217162,0.9809620661857296
403,200312,2003,12,0.5141324263313293,-0.2530396849171685
404,200401,2004,1,1.4201483876879897,2.665849072499295
405,200402,2004,2,0.6597421344065076,-2.22269632610063
406,200403,2004,3,0.7729941295760895,0.34023038772845365
407,200404,2004,4,0.6435632779537099,-0.3716936994462895
408,200405,2004,5,0.3199861488977599,-0.9412329691860881
409,200406,2004,6,0.7568152731232918,1.289462503961449
410,200407,2004,7,0.8457989836136788,0.26903797901098303
411,200408,2004,8,0.781083557802489,-0.18184727619969115
412,200409,2004,9,0.6435632779537099,-0.3954245023521164
413,200410,2004,10,0.44132757229374114,-0.5852709255987149
414,200411,2004,11,0.530311282784127,0.26903797901097964
415,200412,2004,12,0.8781566965192731,1.0284236719973765
416,200501,2005,1,0.7487258448968935,-0.3716936994462895
417,200502,2005,2,0.6354738497273105,-0.32423209363464245
418,200503,2005,3,0.5141324263313293,-0.34796289654046597
419,200504,2005,4,0.11775044323779107,-1.1548101953385101
420,200505,2005,5,0.053035017426601286,-0.18184727619969115
421,200506,2005,6,0.7891729860288873,2.1675022114769704
422,200507,2005,7,0.8296201271608811,0.12665316157603168
423,200508,2005,8,0.23100243840737292,-1.7480802679841356
424,200509,2005,9,-0.7559078052132739,-2.887158807463726
425,200510,2005,10,-0.9743223673260405,-0.6327325314103653
426,200511,2005,11,-0.3757046785725335,1.7640785620779467
427,200512,2005,12,0.42514871584094344,2.357348634723572
428,200601,2006,1,0.4008804311617474,-0.06319326167056673
429,200602,2006,2,0.03685616097380355,-1.0598869837152125
430,200603,2006,3,0.21482358195457632,0.5300768109750553
431,200604,2006,4,0.09348215855859504,-0.34796289654046597
432,200605,2006,5,-0.5779403842325023,-1.9616574941365608
433,200606,2006,6,-0.10875354710137376,1.3843857155847532
434,200607,2006,7,-0.1249324035541715,-0.03946245876474318
435,200608,2006,8,-0.343346965666938,-0.6327325314103653
436,200609,2006,9,-0.06830640596938,0.8148464458449547
437,200610,2006,10,0.5950267085953168,1.953924985324545
438,200611,2006,11,0.47368528519933545,-0.34796289654046597
439,200612,2006,12,0.44132757229374114,-0.08692406457639025
440,200701,2007,1,0.8619778400664765,1.2420008981498019
441,200702,2007,2,0.4089698593881457,-1.3209258156792882
442,200703,2007,3,0.17437644082258258,-0.6801941372220124
443,200704,2007,4,0.06921387387939787,-0.3005012907288189
444,200705,2007,5,0.16628701259618311,0.29276878191680655
445,200706,2007,6,-0.07639583419577944,-0.7039249401278393
446,200707,2007,7,0.3361650053505576,1.2182700952439784
447,200708,2007,8,-0.23009497049735506,-1.6531570563608347
448,200709,2007,9,-0.23009497049735506,0.007999147046907264
449,200710,2007,10,-0.43233067615732385,-0.5852709255987149
450,200711,2007,11,-0.8206232310244649,-1.1310793924326898
451,200712,2007,12,-0.8691598003828569,-0.1343856703880407
452,200801,2008,1,-0.6345663818172926,0.6961924313158302
453,200802,2008,2,-1.2493629270235984,-1.795541873795786
454,200803,2008,3,-1.3545254939667821,-0.30050129072881554
455,200804,2008,4,-1.9126960415882959,-1.6294262534550095
456,200805,2008,5,-2.1392000319274613,-0.6564633343161905
457,200806,2008,6,-2.4142405916250187,-0.7988481517511385
458,200807,2008,7,-2.025948036757878,1.1470776865265027
459,200808,2008,8,-1.880338328682701,0.4351535993517545
460,200809,2008,9,-1.2898100681555922,1.740347759172123
461,200810,2008,10,-2.3171674529082336,-3.005812821992852
462,200811,2008,11,-2.503224302115405,-0.5378093197870661
463,200812,2008,12,-2.1149317472482645,1.1470776865265027
