,Date,Open,High,Low,Close,Adj_Close,Volume,pct_dif_1
7551,1958-03-13,42.46,42.46,42.46,42.46,42.46,2830000.0,0.0011775788977862521
7552,1958-03-14,42.33,42.33,42.33,42.33,42.33,2150000.0,-0.0030711079612568523
7553,1958-03-17,42.04,42.04,42.04,42.04,42.04,2130000.0,-0.006898192197906735
7554,1958-03-18,41.89,41.89,41.89,41.89,41.89,2070000.0,-0.0035808068751491664
7555,1958-03-19,42.09,42.09,42.09,42.09,42.09,2410000.0,0.004751722499406101
7556,1958-03-20,42.11,42.11,42.11,42.11,42.11,2280000.0,0.000474946568510948
7557,1958-03-21,42.42,42.42,42.42,42.42,42.42,2430000.0,0.007307873644507361
7558,1958-03-24,42.58,42.58,42.58,42.58,42.58,2580000.0,0.003757632691404335
7559,1958-03-25,42.44,42.44,42.44,42.44,42.44,2210000.0,-0.0032987747408105695
7560,1958-03-26,42.3,42.3,42.3,42.3,42.3,1990000.0,-0.0033096926713948125
7561,1958-03-27,42.17,42.17,42.17,42.17,42.17,2140000.0,-0.003082760256106129
7562,1958-03-28,42.2,42.2,42.2,42.2,42.2,1930000.0,0.0007109004739336761
7563,1958-03-31,42.1,42.1,42.1,42.1,42.1,2050000.0,-0.0023752969121140478
7564,1958-04-01,41.93,41.93,41.93,41.93,41.93,2070000.0,-0.0040543763415216245
7565,1958-04-02,41.6,41.6,41.6,41.6,41.6,2390000.0,-0.007932692307692266
7566,1958-04-03,41.48,41.48,41.48,41.48,41.48,2130000.0,-0.002892960462873784
7567,1958-04-07,41.33,41.33,41.33,41.33,41.33,2090000.0,-0.0036293249455600918
