"Table 1.1.6. Real Gross Domestic Product, Chained Dollars"
"[Billions of chained (2012) dollars] Seasonally adjusted at annual rates" 
"Bureau of Economic Analysis" 
"Last Revised on: December 22, 2021 - Next Release Date January 27, 2021"
"Line","","1947","1947","1947","1947","1948","1948","1948","1948","1949","1949","1949","1949","1950","1950","1950","1950","1951","1951","1951","1951","1952","1952","1952","1952","1953","1953","1953","1953","1954","1954","1954","1954","1955","1955","1955","1955","1956","1956","1956","1956","1957","1957","1957","1957","1958","1958","1958","1958","1959","1959","1959","1959","1960","1960","1960","1960","1961","1961","1961","1961","1962","1962","1962","1962","1963","1963","1963","1963","1964","1964","1964","1964","1965","1965","1965","1965","1966","1966","1966","1966","1967","1967","1967","1967","1968","1968","1968","1968","1969","1969","1969","1969","1970","1970","1970","1970","1971","1971","1971","1971","1972","1972","1972","1972","1973","1973","1973","1973","1974","1974","1974","1974","1975","1975","1975","1975","1976","1976","1976","1976","1977","1977","1977","1977","1978","1978","1978","1978","1979","1979","1979","1979","1980","1980","1980","1980","1981","1981","1981","1981","1982","1982","1982","1982","1983","1983","1983","1983","1984","1984","1984","1984","1985","1985","1985","1985","1986","1986","1986","1986","1987","1987","1987","1987","1988","1988","1988","1988","1989","1989","1989","1989","1990","1990","1990","1990","1991","1991","1991","1991","1992","1992","1992","1992","1993","1993","1993","1993","1994","1994","1994","1994","1995","1995","1995","1995","1996","1996","1996","1996","1997","1997","1997","1997","1998","1998","1998","1998","1999","1999","1999","1999","2000","2000","2000","2000","2001","2001","2001","2001","2002","2002","2002","2002","2003","2003","2003","2003","2004","2004","2004","2004","2005","2005","2005","2005","2006","2006","2006","2006","2007","2007","2007","2007","2008","2008","2008","2008","2009","2009","2009","2009","2010","2010","2010","2010","2011","2011","2011","2011","2012","2012","2012","2012","2013","2013","2013","2013","2014","2014","2014","2014","2015","2015","2015","2015","2016","2016","2016","2016","2017","2017","2017","2017","2018","2018","2018","2018","2019","2019","2019","2019","2020","2020","2020","2020","2021","2021","2021"
"10","            Structures","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",506.9,479.4,456.9,450.9,448.1,460.2,458.6,459.5,450.3,453.3,460.7,461.1,467.3,465.4,463.4,468.2,485.7,500.7,510.1,510.3,529.4,558.8,585.6,600.6,603.3,613.3,609.6,595.5,551.3,509.0,474.3,434.1,405.1,416.8,410.7,418.6,387.8,414.8,439.4,454.5,476.0,487.4,481.8,472.5,462.1,475.8,499.8,504.2,521.9,540.3,542.2,551.0,545.1,549.1,531.8,510.6,491.9,501.5,521.4,529.0,538.3,538.6,523.8,529.3,554.2,563.7,557.7,538.9,544.7,563.2,582.0,570.0,568.8,485.8,466.0,456.1,462.1,458.6,453.8
"11","            Equipment","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",610.0,607.1,612.9,601.2,603.4,627.2,647.6,659.0,650.6,678.4,701.9,723.4,730.0,748.2,775.4,786.2,821.1,830.5,837.2,841.7,853.4,865.3,869.7,874.8,870.0,859.5,832.5,735.7,653.7,627.8,643.7,673.5,721.1,768.1,809.5,825.9,846.3,858.0,909.7,930.7,959.6,986.7,983.8,1003.4,1021.1,1019.0,1019.0,1057.9,1066.9,1093.6,1127.0,1116.9,1126.0,1130.3,1148.3,1133.6,1127.6,1113.4,1108.3,1109.0,1115.7,1138.6,1147.4,1180.4,1196.6,1205.4,1221.3,1251.7,1265.2,1273.1,1256.4,1240.6,1168.3,1044.0,1166.6,1237.1,1278.5,1315.7,1307.9
"12","            Intellectual property products","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",417.3,421.6,424.6,422.6,428.9,433.1,441.8,447.0,447.8,452.1,464.3,472.7,484.1,492.2,499.1,497.0,503.1,511.8,528.0,543.1,547.7,551.4,553.3,565.0,575.5,581.1,574.4,570.3,554.7,568.6,574.5,591.9,581.9,579.0,590.3,601.3,607.4,617.4,629.9,644.3,645.7,653.9,655.2,668.0,688.6,682.9,695.8,698.1,702.5,718.5,731.4,746.6,741.1,743.6,753.6,771.3,795.1,814.3,829.4,836.3,851.2,854.7,870.4,884.6,905.2,930.3,940.8,965.8,978.5,995.7,1010.5,1027.1,1036.6,1008.0,1027.7,1053.0,1091.9,1124.6,1149.3
"13","        Residential","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",675.9,692.6,694.7,707.2,720.2,731.7,773.6,796.6,805.9,831.4,837.4,848.9,868.9,885.0,894.7,892.9,884.6,840.3,793.8,756.9,722.7,694.3,650.1,596.1,548.7,523.8,497.2,448.8,405.3,380.4,398.1,397.2,384.4,404.4,368.6,374.7,373.4,377.6,384.4,394.4,418.3,421.9,432.7,455.2,471.8,486.8,495.5,487.7,484.3,499.8,507.1,525.2,535.5,548.9,563.7,573.6,591.2,592.0,588.9,596.3,611.8,615.7,612.7,623.2,616.5,621.5,612.2,599.0,599.1,605.2,610.6,612.2,641.2,584.9,657.8,708.2,730.6,708.2,694.2
"14","    Change in private inventories","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",-7.8,33.1,28.7,43.4,39.9,-9.2,2.8,46.2,58.7,97.7,83.1,91.1,124.9,24.7,7.9,97.4,102.7,92.7,97.3,55.7,27.5,56.4,43.4,35.0,1.6,-25.4,-19.3,-87.6,-179.0,-228.3,-245.1,-56.8,-5.0,33.3,128.8,72.1,32.8,71.3,-17.7,100.4,72.8,87.1,98.0,27.0,81.2,85.8,147.6,120.0,58.3,98.6,106.3,82.0,177.3,156.5,125.2,91.4,59.1,23.0,-6.2,66.9,-13.0,18.5,83.4,45.6,63.5,11.1,101.0,87.3,131.7,84.3,68.3,16.3,-30.4,-252.8,25.3,88.8,-88.3,-168.5,-66.8
"15","Net exports of goods and services","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",-646.4,-672.8,-693.6,-748.3,-743.4,-770.5,-767.8,-774.9,-804.0,-861.4,-888.4,-908.5,-901.5,-900.2,-914.2,-945.5,-933.7,-929.0,-957.1,-890.7,-894.6,-882.1,-841.3,-773.7,-753.7,-672.3,-647.8,-668.9,-577.3,-473.7,-500.5,-513.6,-531.8,-601.3,-634.9,-589.5,-584.8,-559.5,-560.1,-579.6,-566.7,-555.3,-556.5,-528.0,-515.0,-534.8,-535.4,-492.1,-551.5,-566.7,-562.6,-620.3,-683.6,-699.9,-746.6,-756.7,-759.3,-744.6,-730.4,-794.0,-783.2,-808.0,-790.3,-816.3,-826.4,-807.2,-896.9,-926.5,-906.7,-935.3,-931.5,-847.6,-841.9,-774.8,-1021.3,-1132.8,-1226.1,-1244.5,-1316.6
"16","    Exports",97.6,96.4,91.5,81.1,77.4,70.2,71.8,69.3,77.6,76.9,70.5,61.0,60.0,60.8,62.3,67.4,70.8,77.7,79.6,78.9,83.1,74.0,68.1,68.6,67.4,67.8,70.6,68.2,65.2,74.5,72.1,75.5,78.3,76.4,81.5,81.8,85.7,91.5,94.5,98.8,105.2,102.1,99.2,96.3,86.7,87.1,87.4,87.1,93.4,92.6,101.6,96.6,109.0,112.1,114.6,115.2,114.4,109.1,114.0,115.9,115.2,121.8,121.6,117.6,119.4,129.0,128.3,133.3,140.1,139.5,143.9,146.8,129.7,151.4,148.0,157.1,153.2,157.8,155.9,159.8,161.8,159.6,158.4,161.3,165.9,168.6,180.6,176.6,156.1,190.3,187.1,192.0,194.5,202.1,202.9,203.3,205.2,203.6,213.8,194.1,216.1,209.8,222.5,231.9,248.9,260.9,261.7,274.6,278.2,291.7,276.0,283.2,285.2,276.9,272.2,287.6,285.6,288.5,296.9,299.9,295.1,303.0,305.4,295.6,302.6,334.1,337.8,351.2,351.5,352.4,365.1,388.0,398.8,406.4,405.5,403.0,410.6,412.8,404.1,405.9,388.3,390.6,373.3,356.2,361.9,363.0,368.5,375.9,383.7,393.3,401.9,410.1,411.2,410.3,404.3,416.4,429.5,434.1,444.0,460.6,461.0,480.0,500.8,519.5,548.4,563.7,574.9,592.4,610.1,636.8,643.3,653.0,681.4,689.9,695.1,701.2,705.5,731.2,748.5,765.4,779.2,779.6,796.1,800.1,801.9,811.5,809.3,835.4,843.6,872.1,904.7,925.6,943.4,956.6,998.0,1012.3,1024.5,1041.1,1049.5,1115.0,1136.2,1181.6,1208.9,1207.3,1212.9,1199.5,1193.9,1238.1,1234.5,1249.6,1287.2,1314.6,1333.7,1374.3,1407.3,1393.3,1375.8,1335.4,1267.0,1222.9,1249.6,1286.8,1290.9,1271.8,1267.9,1270.1,1304.8,1363.5,1394.3,1423.5,1428.2,1462.1,1489.5,1522.7,1522.4,1569.6,1633.2,1663.4,1661.2,1724.3,1758.4,1785.1,1840.8,1883.1,1913.0,1969.2,1960.4,1845.0,1697.6,1708.8,1772.0,1871.5,1916.2,1958.4,2014.2,2069.3,2087.1,2122.3,2151.5,2167.7,2194.1,2215.8,2229.4,2231.6,2242.3,2262.5,2282.0,2347.6,2324.8,2375.1,2384.8,2404.4,2384.8,2391.1,2371.2,2367.7,2360.7,2378.6,2415.6,2398.6,2455.6,2465.4,2481.9,2540.1,2551.6,2582.9,2542.5,2545.6,2565.3,2551.3,2545.9,2553.3,2442.1,1943.0,2166.3,2279.0,2262.3,2304.2,2273.0
"17","        Goods","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",878.1,907.3,912.9,890.7,901.5,902.5,923.5,965.2,982.0,1000.4,1012.0,1029.8,1049.2,1082.2,1083.4,1115.7,1165.2,1185.5,1189.7,1225.2,1237.6,1255.0,1289.3,1317.1,1342.1,1388.0,1389.0,1278.8,1145.4,1139.1,1195.0,1277.8,1314.9,1352.9,1384.8,1425.2,1440.4,1462.1,1475.8,1507.7,1515.0,1533.6,1542.8,1527.1,1537.3,1561.2,1569.6,1630.1,1601.6,1643.7,1659.9,1673.7,1641.3,1652.5,1635.5,1626.3,1634.3,1634.1,1663.6,1665.0,1698.8,1698.4,1707.0,1765.4,1772.4,1820.3,1779.3,1786.6,1804.6,1781.1,1786.0,1782.5,1760.9,1354.5,1608.7,1703.1,1696.9,1723.5,1701.3
"18","        Services","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",371.7,379.6,378.1,381.4,366.5,367.7,381.4,398.4,412.3,423.2,416.2,432.3,440.4,440.7,439.2,454.0,468.2,478.2,471.8,499.3,520.9,530.1,551.4,565.8,570.9,581.1,571.3,566.4,551.6,568.8,576.5,593.7,601.3,605.6,629.4,644.1,646.6,660.2,675.8,659.9,679.1,682.2,686.6,704.5,704.9,701.3,712.2,717.7,723.0,731.6,725.6,731.6,742.7,738.6,735.4,740.1,727.1,743.0,751.1,734.9,757.2,766.2,773.7,776.6,780.9,768.7,767.2,763.9,766.6,773.5,764.7,773.7,695.3,588.8,581.4,603.4,594.1,609.0,599.8
"19","    Imports",60.4,61.6,54.6,57.5,64.9,67.5,71.0,69.8,67.7,66.7,64.0,65.0,66.8,70.5,87.0,87.1,87.2,84.3,77.1,75.1,83.8,83.4,88.5,96.4,94.1,98.9,98.6,93.7,88.3,96.2,90.4,91.3,96.7,102.2,103.9,107.7,112.2,111.6,112.6,107.4,115.9,116.8,114.6,115.0,116.7,121.7,119.8,126.1,129.4,135.7,137.0,133.6,138.6,139.6,135.5,129.1,128.5,130.1,138.7,142.0,146.3,149.5,151.4,153.2,149.7,153.2,157.1,156.6,156.5,160.0,164.3,168.7,162.6,181.8,182.6,191.5,196.4,201.3,212.6,215.0,218.3,216.6,219.5,231.0,244.6,248.4,263.3,261.1,236.5,283.1,279.4,276.4,275.5,280.9,280.3,284.6,281.2,302.5,309.2,288.2,330.3,318.6,325.2,339.9,355.6,345.3,335.8,338.3,326.8,344.1,338.1,334.8,301.2,277.1,300.1,316.1,335.9,350.5,364.8,376.8,394.7,398.3,392.8,398.3,425.1,426.4,432.0,437.9,436.7,439.1,432.4,441.8,442.1,410.0,380.5,400.9,418.0,418.6,413.8,425.7,413.5,406.8,425.6,408.9,418.3,450.5,485.6,509.4,550.3,573.4,588.2,605.5,592.1,621.2,615.2,639.3,638.6,665.8,684.3,689.6,685.5,702.7,716.4,732.8,729.4,721.0,738.0,760.5,764.0,767.6,766.6,780.5,805.2,803.9,800.6,779.2,770.3,784.0,806.0,823.8,829.8,843.5,856.8,877.3,896.3,914.8,926.8,964.1,986.5,1023.3,1052.0,1081.6,1105.4,1115.9,1119.7,1134.0,1170.9,1197.1,1235.9,1260.3,1314.1,1358.2,1408.3,1438.7,1492.6,1526.8,1547.4,1597.5,1642.6,1689.8,1750.9,1795.7,1863.5,1922.9,1992.0,1995.0,1969.2,1906.2,1863.0,1843.7,1896.0,1959.6,1984.5,2020.1,2011.3,2040.7,2072.6,2138.4,2198.3,2284.9,2316.6,2370.6,2391.0,2423.0,2436.6,2515.1,2566.9,2592.5,2618.4,2615.0,2653.1,2667.2,2682.1,2656.8,2666.7,2641.5,2608.2,2513.8,2274.9,2182.5,2272.5,2385.1,2448.0,2559.7,2649.1,2658.9,2671.9,2681.9,2711.6,2747.2,2760.7,2771.0,2785.9,2759.6,2757.3,2797.3,2817.4,2839.7,2876.3,2941.8,2947.4,3024.7,3068.5,3091.1,3117.8,3124.4,3120.0,3123.2,3146.0,3192.5,3238.8,3273.4,3272.2,3356.5,3378.0,3390.1,3439.4,3472.1,3472.0,3486.6,3477.4,3400.9,3283.9,2717.7,3187.5,3411.8,3488.4,3548.7,3589.6
"20","        Goods","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",1571.5,1640.1,1671.1,1692.6,1690.8,1734.6,1747.0,1803.8,1856.1,1933.7,1959.6,2008.9,2031.9,2061.0,2069.8,2140.5,2173.1,2197.8,2226.8,2209.9,2238.8,2248.3,2256.5,2234.0,2232.3,2213.5,2172.2,2065.9,1835.9,1742.4,1829.0,1933.2,1992.5,2102.2,2181.5,2192.8,2213.9,2213.1,2235.6,2273.6,2285.8,2293.6,2307.9,2285.7,2296.9,2334.6,2354.6,2371.1,2400.3,2467.6,2473.7,2536.5,2591.2,2609.3,2628.3,2620.7,2619.5,2621.5,2634.9,2689.3,2720.0,2743.7,2736.5,2837.7,2867.9,2869.9,2920.6,2938.4,2938.6,2938.6,2927.3,2853.9,2799.0,2363.3,2823.3,3015.4,3092.7,3125.5,3122.8
"21","        Services","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",323.7,318.9,313.0,326.9,320.3,306.9,325.4,334.5,342.3,351.7,357.3,362.3,360.0,363.1,367.8,375.6,394.5,395.5,392.7,405.6,414.8,419.2,425.7,422.6,434.0,427.4,436.0,448.1,436.9,436.6,441.3,450.5,454.6,457.3,467.7,466.2,458.1,468.8,476.0,473.4,474.8,477.4,478.0,474.0,460.6,463.0,463.2,468.9,476.2,475.2,474.8,489.3,480.7,485.1,492.3,504.4,501.6,502.7,510.9,505.8,520.0,530.0,534.8,523.6,517.0,525.6,525.9,539.1,539.1,551.2,552.3,547.0,494.1,372.7,397.7,430.7,433.0,456.6,492.2
"22","Government consumption expenditures and gross investment",524.0,523.6,523.5,519.2,527.0,545.6,556.9,577.5,592.8,618.5,621.8,610.9,599.6,610.5,600.7,643.1,711.5,806.4,895.0,942.4,970.4,1003.5,1013.6,1030.5,1063.2,1085.0,1073.4,1070.8,1042.9,1007.6,985.8,979.9,980.5,970.9,977.1,957.7,957.4,976.8,968.2,992.8,1014.1,1008.9,1017.4,1034.2,1025.2,1050.8,1056.9,1078.2,1067.2,1080.4,1089.7,1080.7,1062.3,1074.2,1100.5,1108.1,1124.6,1127.4,1151.5,1176.7,1199.4,1205.5,1233.3,1241.9,1225.0,1225.9,1280.3,1267.0,1271.0,1282.4,1283.9,1283.4,1281.9,1297.1,1340.1,1365.5,1390.9,1417.2,1455.9,1481.0,1543.6,1537.2,1554.2,1566.0,1594.0,1602.3,1607.1,1608.6,1612.2,1607.2,1610.5,1588.8,1581.1,1562.8,1569.4,1570.1,1547.1,1543.6,1542.8,1531.9,1540.4,1546.6,1517.1,1529.7,1542.9,1532.0,1514.0,1525.3,1552.9,1560.7,1563.8,1571.3,1588.4,1574.9,1604.4,1618.4,1621.0,1602.9,1598.2,1597.3,1610.8,1625.6,1632.1,1628.2,1628.6,1669.5,1684.9,1700.1,1683.3,1699.7,1704.6,1715.9,1741.0,1744.5,1720.7,1720.3,1743.3,1746.7,1740.7,1762.8,1760.8,1767.5,1781.7,1809.2,1826.6,1841.6,1873.4,1843.4,1863.0,1903.4,1918.8,1959.1,1980.5,2024.4,2070.6,2079.1,2095.5,2139.2,2185.8,2176.8,2189.5,2206.5,2208.8,2241.9,2223.2,2229.9,2230.1,2273.4,2263.4,2298.2,2318.9,2330.5,2367.8,2371.5,2375.3,2391.2,2405.4,2415.2,2408.5,2390.8,2412.0,2407.4,2422.7,2422.4,2392.4,2392.6,2396.0,2404.4,2374.7,2386.5,2426.7,2405.6,2414.0,2422.1,2415.7,2390.5,2406.2,2436.2,2436.2,2453.0,2440.2,2471.9,2483.3,2495.8,2486.8,2530.4,2549.4,2564.5,2582.9,2592.2,2623.4,2664.2,2645.3,2671.4,2660.1,2676.4,2718.3,2765.4,2762.7,2808.5,2857.3,2879.3,2894.2,2915.6,2917.9,2944.7,2951.2,2969.1,2982.7,2990.8,2996.3,2994.6,3009.6,3007.8,3017.8,3020.1,3058.5,3057.6,3053.1,3078.2,3082.5,3110.7,3124.9,3149.5,3156.9,3184.3,3210.0,3231.9,3268.8,3316.6,3325.7,3331.6,3317.3,3327.6,3304.1,3283.0,3242.8,3220.8,3174.8,3172.5,3158.9,3142.4,3137.7,3106.9,3078.9,3073.7,3057.2,3033.1,3020.6,3024.4,3044.7,3043.2,3059.0,3085.1,3099.1,3110.3,3142.8,3137.9,3153.9,3160.5,3153.8,3163.2,3160.7,3183.0,3189.7,3212.2,3220.0,3213.4,3235.2,3274.9,3291.7,3316.3,3346.3,3378.1,3360.2,3356.0,3390.9,3373.8,3381.6
"23","    Federal","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",946.8,965.2,974.7,991.3,1002.5,1037.1,1036.8,1056.1,1067.6,1073.9,1085.7,1083.7,1095.8,1094.6,1103.1,1103.5,1132.2,1124.4,1114.3,1130.4,1123.7,1142.1,1152.1,1171.3,1189.1,1214.5,1230.3,1246.3,1262.8,1292.8,1304.6,1324.0,1338.8,1356.4,1350.2,1348.0,1329.0,1323.9,1295.1,1299.9,1299.9,1289.5,1292.2,1266.4,1237.4,1227.4,1209.6,1188.9,1187.7,1180.7,1193.9,1176.5,1181.3,1183.5,1182.3,1191.1,1194.0,1184.3,1191.5,1192.3,1183.8,1193.7,1193.4,1207.7,1213.0,1228.1,1238.5,1244.2,1248.7,1275.5,1286.8,1298.0,1305.8,1368.4,1349.6,1338.8,1375.2,1356.7,1339.1
